Date,Pred_Close_future10,Pred_Close_future5,Pred_Close_future2,Pred_Close_future1,Dummy,High,Low,Open,Close,Volume,Adj Close,Pred_Close_future1_offset,Pred_Close_future1_offset_dif,Pred_Close_future2_offset,Pred_Close_future2_offset_dif,Pred_Close_future5_offset,Pred_Close_future5_offset_dif,Pred_Close_future10_offset,Pred_Close_future10_offset_dif
2020-10-13,23783.711439643987,23495.225695185363,23503.891422758577,23566.2154861819,,23667.900390625,23490.94921875,23667.900390625,23601.779296875,47200000.0,23601.779296875,23636.20258120075,34.42328432574868,23520.00048329681,-81.77881357818842,23667.597212186083,65.8179153110832,23799.723116016015,197.9438191410154
2020-10-14,23711.752748676343,23531.35367946257,23430.335744282696,23636.20258120075,,23656.69921875,23518.810546875,23545.66015625,23626.73046875,54000000.0,23626.73046875,23696.86313721817,70.13266846816987,23571.54590355698,-55.18456519301981,23702.670861890074,75.94039314007387,23847.006368550938,220.27589980093762
2020-10-15,23544.203867828008,23768.600420445437,23520.00048329681,23696.86313721817,,23581.16015625,23458.4296875,23548.44921875,23507.23046875,48300000.0,23507.23046875,23588.440709452145,81.2102407021448,23460.300251609646,-46.930217140354216,23615.46937745344,108.23890870343894,23782.32672687713,275.09625812713057
2020-10-16,23453.528972436674,23618.62291106349,23571.54590355698,23588.440709452145,,23538.740234375,23382.669921875,23478.400390625,23410.630859375,48100000.0,23410.630859375,23523.741230228916,113.11037085391581,23384.242648165673,-26.388211209326982,23562.23540812498,151.60454874997959,23791.516152606346,380.8852932313457
2020-10-19,23533.85248756688,23530.82207218092,23460.300251609646,23523.741230228916,,23707.16015625,23543.689453125,23543.689453125,23671.130859375,46300000.0,23671.130859375,23745.325380253606,74.19452087860554,23615.209696064005,-55.921163310995325,23754.788902241038,83.65804286603816,23936.349992628908,265.2191332539078
2020-10-20,23634.880379482638,23667.597212186083,23384.242648165673,23745.325380253606,,23674.869140625,23518.2890625,23587.869140625,23567.0390625,48700000.0,23567.0390625,23663.95445037866,96.91538787866011,23522.35558881762,-44.68347368238028,23664.128572085872,97.08950958587229,23839.22199076088,272.18292826088145
2020-10-21,23728.38795665931,23702.670861890074,23615.209696064005,23663.95445037866,,23702.30078125,23611.330078125,23615.51953125,23639.4609375,53300000.0,23639.4609375,23740.74059766205,101.27966016205028,23609.02981868363,-30.431118816370144,23753.691374489805,114.23043698980473,23933.294424413703,293.8334869137034
2020-10-22,23938.996782354312,23615.46937745344,23522.35558881762,23740.74059766205,,23555.779296875,23436.169921875,23525.58984375,23474.26953125,44900000.0,23474.26953125,23569.452192762168,95.18266151216812,23421.515585817862,-52.7539454321377,23581.588602234377,107.3190709843766,23790.36779850768,316.09826725767925
2020-10-23,23718.338230739348,23562.23540812498,23609.02981868363,23569.452192762168,,23587.900390625,23469.130859375,23558.7109375,23516.58984375,49200000.0,23516.58984375,23590.191975358408,73.60213160840794,23456.99118854478,-59.598655205219984,23610.379602232482,93.78975848248228,23798.9086101735,282.3187664235011
2020-10-26,23615.67347200471,23754.788902241038,23421.515585817862,23590.191975358408,,23572.599609375,23475.51953125,23520.779296875,23494.33984375,41700000.0,23494.33984375,23559.1469829611,64.80713921110146,23422.028342298232,-72.31150145176798,23562.551715861773,68.21187211177312,23731.493446087232,237.15360233723186
2020-10-27,23799.723116016015,23664.128572085872,23456.99118854478,23559.1469829611,,23485.80078125,23232.310546875,23376.9609375,23485.80078125,52700000.0,23485.80078125,23538.32478442602,52.524003176018596,23385.324364003376,-100.4764172466239,23544.06718546548,58.26640421547927,23764.33835261059,278.53757136058994
2020-10-28,23847.006368550938,23753.691374489805,23422.028342298232,23538.32478442602,,23451.029296875,23334.23046875,23372.609375,23418.509765625,67100000.0,23418.509765625,23489.982565473765,71.47279984876513,23338.024388878606,-80.48537674639374,23493.308906894177,74.7991412691772,23712.962626450695,294.4528608256951
2020-10-29,23782.32672687713,23581.588602234377,23385.324364003376,23489.982565473765,,23374.099609375,23170.759765625,23170.759765625,23331.939453125,57500000.0,23331.939453125,23410.269472355023,78.33001923002303,23246.386161700822,-85.55329142417759,23397.771450125612,65.83199700061232,23636.64571219962,304.7062590746209
2020-10-30,23791.516152606346,23610.379602232482,23338.024388878606,23410.269472355023,,23320.7109375,22948.470703125,23320.7109375,22977.130859375,76700000.0,22977.130859375,23114.321840476943,137.19098110194318,22956.08208766952,-21.04877170547843,23146.68756806827,169.5567086932715,23415.582514213398,438.4516548383981
2020-11-02,23936.349992628908,23562.551715861773,23246.386161700822,23114.321840476943,,23370.91015625,23096.7890625,23110.740234375,23295.48046875,69700000.0,23295.48046875,23382.509021395817,87.0285526458174,23245.971022475744,-49.509446274256334,23396.15875636367,100.67828761367127,23624.803731508087,329.32326275808737
2020-11-04,23839.22199076088,23544.06718546548,22956.08208766952,23382.509021395817,,23801.880859375,23505.779296875,23619.580078125,23695.23046875,81600000.0,23695.23046875,23766.61973054288,71.38926179287955,23657.91727144411,-37.31319730589166,23803.205843683332,107.9753749333322,23955.000543215312,259.77007446531206
2020-11-05,23933.294424413703,23493.308906894177,23245.971022475744,23766.61973054288,,24112.419921875,23756.779296875,23776.19921875,24105.279296875,78600000.0,24105.279296875,24172.943041007966,67.6637441329658,24085.020457459614,-20.25883941538632,24200.09757985128,94.8182829762809,24251.872905846685,146.59360897168517
2020-11-06,23790.36779850768,23397.771450125612,23657.91727144411,24172.943041007966,,24389.0,24039.16015625,24076.220703125,24325.23046875,73200000.0,24325.23046875,24363.596457600128,38.365988850127906,24280.649350981694,-44.581117768306285,24384.221566098277,58.991097348276526,24373.71638427931,48.48591552930884
2020-11-09,23798.9086101735,23146.68756806827,24085.020457459614,24363.596457600128,,24962.80078125,24541.279296875,24568.83984375,24839.83984375,67000000.0,24839.83984375,24877.487747616135,37.647903866134584,24874.030487396056,34.19064364605583,24993.271197689697,153.43135393969715,24845.076280725887,5.236436975887045
2020-11-10,23731.493446087232,23396.15875636367,24280.649350981694,24877.487747616135,,25279.939453125,24833.1796875,25087.30078125,24905.58984375,128200000.0,24905.58984375,24973.402441560058,67.81259781005792,24960.53420874034,54.944364990340546,25048.998515972868,143.4086722228676,24762.651575315977,-142.93826843402348
2020-11-11,23764.33835261059,23803.205843683332,24874.030487396056,24973.402441560058,,25401.30078125,25145.66015625,25145.66015625,25349.599609375,102500000.0,25349.599609375,25368.655729782768,19.056120407767594,25409.625366623048,60.02575724804774,25514.116963273846,164.5173538988456,25221.05062320549,-128.5489861695096
2020-11-12,23712.962626450695,24200.09757985128,24960.53420874034,25368.655729782768,,25587.9609375,25316.599609375,25439.349609375,25520.880859375,80500000.0,25520.880859375,25542.91208216641,22.031222791410983,25533.61884683557,12.737987460568547,25636.77093431633,115.89007494132966,25402.24244098831,-118.63841838669032
2020-11-13,23636.64571219962,24384.221566098277,25409.625366623048,25542.91208216641,,25456.1796875,25215.310546875,25405.640625,25385.869140625,77600000.0,25385.869140625,25429.921838116366,44.052697491366416,25374.318196320906,-11.550944304093719,25495.927814966068,110.05867434106767,25397.57402438554,11.704883760539815
2020-11-16,23415.582514213398,24993.271197689697,25533.61884683557,25429.921838116366,,25928.1796875,25640.2890625,25652.689453125,25906.9296875,84900000.0,25906.9296875,25913.444437325466,6.514749825466424,25918.777157465927,11.847469965927303,26047.728072053287,140.79838455328718,25914.035995187704,7.10630768770352
2020-11-17,23624.803731508087,25048.998515972868,25374.318196320906,25913.444437325466,,26057.30078125,25851.5390625,26043.44921875,26014.619140625,84800000.0,26014.619140625,26043.504620858002,28.885480233002454,25981.84184857132,-32.77729205368087,26136.958188537974,122.33904791297391,26075.615219334606,60.99607870960608
2020-11-18,23955.000543215312,25514.116963273846,25918.777157465927,26043.504620858002,,25882.140625,25656.69921875,25860.55078125,25728.140625,69200000.0,25728.140625,25727.2662901422,-0.8743348577991128,25587.74809142109,-140.39253357890993,25688.803184412885,-39.33744058711454,25717.765561594628,-10.375063405372202
2020-11-19,24251.872905846685,25636.77093431633,25981.84184857132,25727.2662901422,,25650.859375,25474.939453125,25628.73046875,25634.33984375,82000000.0,25634.33984375,25663.45192740322,29.112083653220907,25529.86547297216,-104.4743707778398,25686.228046189062,51.8882024390623,25838.169568353333,203.82972460333258
2020-11-20,24373.71638427931,25495.927814966068,25587.74809142109,25663.45192740322,,25555.369140625,25425.58984375,25486.830078125,25527.369140625,63400000.0,25527.369140625,25604.417048768606,77.04790814360604,25454.632687908015,-72.73645271698479,25617.766775589902,90.39763496490195,25822.33886558935,294.96972496435046
2020-11-24,24845.076280725887,26047.728072053287,25529.86547297216,25604.417048768606,,26261.779296875,25901.44921875,25901.44921875,26165.58984375,81700000.0,26165.58984375,26228.250920055434,62.66107630543411,26160.115319524193,-5.474524225806817,26290.48234307673,124.89249932672828,26347.696274395566,182.10643064556643
2020-11-25,24762.651575315977,26136.958188537974,25454.632687908015,26228.250920055434,,26706.419921875,26258.349609375,26468.51953125,26296.859375,92500000.0,26296.859375,26478.913111523725,182.0537365237251,26394.758752772585,97.89937777258456,26587.94101445563,291.0816394556314,26688.667441505007,391.80806650500745
2020-11-26,25221.05062320549,25688.803184412885,26160.115319524193,26478.913111523725,,26560.029296875,26255.470703125,26255.470703125,26537.310546875,63500000.0,26537.310546875,26601.267066980945,63.956520105944946,26472.42526547867,-64.88528139633127,26582.188581378432,44.87803450343199,26670.575434134807,133.26488725980744
2020-11-27,25402.24244098831,25686.228046189062,26394.758752772585,26601.267066980945,,26672.400390625,26419.05078125,26530.279296875,26644.7109375,86200000.0,26644.7109375,26654.945968447253,10.235030947253108,26542.069939501584,-102.64099799841642,26650.820808570832,6.109871070832014,26672.18576299399,27.474825493991375
2020-11-30,25397.57402438554,25617.766775589902,26472.42526547867,26654.945968447253,,26834.19921875,26405.830078125,26830.099609375,26433.619140625,147700000.0,26433.619140625,26551.07694090437,117.45780027937144,26465.458095233887,31.838954608887434,26619.555515842978,185.9363752179779,26635.372602900956,201.75346227595583
2020-12-01,25914.035995187704,26290.48234307673,26542.069939501584,26551.07694090437,,26852.16015625,26618.390625,26624.19921875,26787.5390625,73200000.0,26787.5390625,26802.872140147258,15.333077647257596,26754.130814825417,-33.408247674582526,26858.040491696214,70.5014291962143,26797.33978518471,9.800722684711218
2020-12-02,26075.615219334606,26587.94101445563,26465.458095233887,26802.872140147258,,26889.900390625,26695.279296875,26884.990234375,26800.98046875,80200000.0,26800.98046875,26853.266404161695,52.28593541169539,26749.631602945738,-51.34886580426246,26921.64821746666,120.66774871665984,26999.56224905653,198.58178030652925
2020-12-03,25717.765561594628,26582.188581378432,26754.130814825417,26853.266404161695,,26868.08984375,26719.23046875,26740.30078125,26809.369140625,69500000.0,26809.369140625,26805.313114443794,-4.056026181206107,26651.9227514565,-157.4463891685009,26778.91471165791,-30.45442896708846,26897.505327664316,88.1361870393157
2020-12-04,25838.169568353333,26650.820808570832,26749.631602945738,26805.313114443794,,26799.830078125,26646.080078125,26697.259765625,26751.240234375,61600000.0,26751.240234375,26836.93454811885,85.69431374385022,26702.773933749646,-48.46630062535405,26877.05397822638,125.81374385138042,27044.061150142225,292.8209157672245
2020-12-07,25822.33886558935,26619.555515842978,26651.9227514565,26836.93454811885,,26894.25,26500.3203125,26894.25,26547.439453125,61600000.0,26547.439453125,26696.055779493414,148.61632636841387,26556.833914857823,9.394461732823402,26763.18364158366,215.74418845865875,26982.243320999667,434.80386787466705
2020-12-08,26347.696274395566,26858.040491696214,26702.773933749646,26696.055779493414,,26523.30078125,26327.080078125,26380.3203125,26467.080078125,55100000.0,26467.080078125,26486.797660424374,19.717582299374044,26294.309128117864,-172.77095000713598,26416.55260452442,-50.52747360058129,26624.833039649995,157.75296152499504
2020-12-09,26688.667441505007,26921.64821746666,26556.833914857823,26486.797660424374,,26826.779296875,26520.599609375,26526.33984375,26817.939453125,61800000.0,26817.939453125,26884.30953785777,66.37008473277092,26744.697434417903,-73.24201870709658,26917.995907464065,100.05645433906466,27135.288798375987,317.3493452509865
2020-12-10,26670.575434134807,26778.91471165791,26294.309128117864,26884.30953785777,,26852.76953125,26639.98046875,26688.5,26756.240234375,69200000.0,26756.240234375,26872.18897589296,115.94874151796103,26704.576776425354,-51.66345794964582,26861.990772608668,105.75053823366761,27074.031610820442,317.79137644544244
2020-12-11,26672.18576299399,26877.05397822638,26744.697434417903,26872.18897589296,,26819.41015625,26553.009765625,26732.849609375,26652.51953125,74900000.0,26652.51953125,26761.30241586268,108.78288461267948,26599.225830341806,-53.293700908194296,26785.783207862638,133.26367661263794,27022.118728437694,369.5991971876938
2020-12-14,26635.372602900956,26763.18364158366,26704.576776425354,26761.30241586268,,26870.470703125,26648.689453125,26659.529296875,26732.439453125,60000000.0,26732.439453125,26845.695117056603,113.25566393160261,26700.390093188616,-32.04935993638355,26871.133740884252,138.6942877592519,27083.010657909326,350.57120478432626
2020-12-15,26797.33978518471,26416.55260452442,26599.225830341806,26845.695117056603,,26736.83984375,26605.5390625,26683.109375,26687.83984375,59300000.0,26687.83984375,26731.47316874005,43.633324990049005,26550.898471751483,-136.94137199851684,26685.850833406672,-1.9890103433281183,26873.93220210797,186.09235835797153
2020-12-16,26999.56224905653,26917.995907464065,26700.390093188616,26731.47316874005,,26874.98046875,26717.029296875,26835.58984375,26757.400390625,61300000.0,26757.400390625,26843.577608900378,86.17721827537753,26720.537323574536,-36.86306705046445,26894.176297408994,136.7759067839943,27049.84054227709,292.4401516520884
2020-12-17,26897.505327664316,26861.990772608668,26550.898471751483,26843.577608900378,,26843.05078125,26676.279296875,26744.5,26806.669921875,61500000.0,26806.669921875,26912.649023091653,105.97910121665336,26771.45583633799,-35.21408553700894,26960.80144647858,154.13152460358106,27170.87606427027,364.2061423952691
2020-12-18,27044.061150142225,26785.783207862638,26720.537323574536,26912.649023091653,,26824.2890625,26707.30078125,26775.529296875,26763.390625,73800000.0,26763.390625,26849.108406384476,85.71778138447553,26693.746550689684,-69.64407431031577,26871.40046759392,108.00984259392135,27083.938956460916,320.5483314609155
2020-12-21,26982.243320999667,26871.133740884252,26771.45583633799,26849.108406384476,,26905.669921875,26533.630859375,26834.099609375,26714.419921875,60700000.0,26714.419921875,26782.95426897006,68.5343470950611,26625.02380084712,-89.39612102787942,26793.82038844982,79.40046657482162,26989.4613747322,275.04145285720006
2020-12-22,26624.833039649995,26685.850833406672,26693.746550689684,26782.95426897006,,26639.990234375,26361.66015625,26559.330078125,26436.390625,58600000.0,26436.390625,26530.144238414243,93.75361341424286,26354.958749468205,-81.4318755317945,26544.330078809406,107.93945380940568,26807.48434933205,371.09372433205135
2020-12-23,27135.288798375987,26894.176297408994,26625.02380084712,26530.144238414243,,26585.2109375,26414.740234375,26580.4296875,26524.7890625,56000000.0,26524.7890625,26609.463517371332,84.67445487133227,26455.012635316234,-69.77642718376592,26642.983152642613,118.19409014261328,26891.569616326597,366.7805538265966
2020-12-24,27074.031610820442,26960.80144647858,26354.958749468205,26609.463517371332,,26764.529296875,26605.259765625,26635.109375,26668.349609375,47900000.0,26668.349609375,26772.239017798565,103.88940842356533,26618.699736131937,-49.64987324306276,26790.232288625324,121.88267925032414,27019.67599667539,351.3263873003889
2020-12-25,27022.118728437694,26871.40046759392,26455.012635316234,26772.239017798565,,26716.609375,26638.279296875,26708.099609375,26656.609375,33400000.0,26656.609375,26778.197089552414,121.58771455241367,26620.780034936615,-35.829340063384734,26806.733833956532,150.12445895653218,27042.930518070934,386.32114307093434
2020-12-28,27083.010657909326,26793.82038844982,26618.699736131937,26778.197089552414,,26854.029296875,26664.599609375,26691.2890625,26854.029296875,50700000.0,26854.029296875,26919.489516867325,65.46021999232471,26767.984865486622,-86.04443138837814,26925.328030819073,71.29873394407332,27120.749154629186,266.7198577541858
2020-12-29,26873.93220210797,26544.330078809406,26620.780034936615,26919.489516867325,,27602.51953125,26921.140625,26936.380859375,27568.150390625,59400000.0,27568.150390625,27571.78937752568,3.6389869006816298,27463.500000429573,-104.65039019542746,27556.71344789467,-11.436942730331793,27603.667293792358,35.51690316735767
2020-12-30,27049.84054227709,26642.983152642613,26767.984865486622,27571.78937752568,,27572.5703125,27338.560546875,27559.099609375,27444.169921875,50600000.0,27444.169921875,27492.641382534057,48.4714606590569,27373.77448809892,-70.39543377608061,27503.81016862765,59.640246752649546,27493.73178885132,49.561866976320744
2021-01-04,27170.87606427027,26790.232288625324,27463.500000429573,27492.641382534057,,27602.109375,27042.3203125,27575.5703125,27258.380859375,51500000.0,27258.380859375,27322.391232235357,64.01037286035717,27206.159227932803,-52.22163144219667,27345.72363953013,87.34278015512973,27387.066805999726,128.68594662472606
2021-01-05,27083.938956460916,26806.733833956532,27373.77448809892,27322.391232235357,,27279.779296875,27073.4609375,27151.380859375,27158.630859375,55000000.0,27158.630859375,27194.210202364484,35.57934298948385,27062.645706773037,-95.98515260196291,27196.238477741135,37.607618366135284,27312.63223650283,154.0013771278318
2021-01-06,26989.4613747322,26925.328030819073,27206.159227932803,27194.210202364484,,27196.400390625,27002.1796875,27102.849609375,27055.939453125,72700000.0,27055.939453125,27110.52378522791,54.584332102909684,26973.6405138392,-82.29893928579986,27113.91440762952,57.9749545045197,27246.82235697098,190.88290384598076
2021-01-07,26807.48434933205,27556.71344789467,27062.645706773037,27110.52378522791,,27624.73046875,27340.4609375,27340.4609375,27490.130859375,98900000.0,27490.130859375,27576.045568904374,85.9147095293738,27496.28643128206,6.155571907060221,27656.13763650111,166.00677712610923,27747.00511077,256.8742513949983
2021-01-08,26891.569616326597,27503.81016862765,26973.6405138392,27576.045568904374,,28139.029296875,27667.75,27720.140625,28139.029296875,84900000.0,28139.029296875,28231.049310617847,92.02001374284737,28152.705306801945,13.676009926944971,28348.961325086188,209.93202821118757,28453.816553315148,314.78725644014776
2021-01-12,27019.67599667539,27345.72363953013,27496.28643128206,28231.049310617847,,28287.369140625,27899.44921875,28004.369140625,28164.33984375,78800000.0,28164.33984375,28235.13811036013,70.79826661013067,28096.791961215204,-67.54788253479637,28217.239186767256,52.89934301725589,28274.034162744647,109.69431899464689
2021-01-13,27042.930518070934,27196.238477741135,28152.705306801945,28235.13811036013,,28503.4296875,28133.58984375,28140.099609375,28456.58984375,70900000.0,28456.58984375,28477.159401141107,20.569557391107082,28364.341669634683,-92.24817411531694,28447.04997690255,-9.539866847451776,28420.42721489235,-36.162628857651725
2021-01-14,27120.749154629186,27113.91440762952,28096.791961215204,28477.159401141107,,28979.529296875,28411.580078125,28442.73046875,28698.259765625,81900000.0,28698.259765625,28750.89901656867,52.63925094367005,28699.777926958865,1.5181613338645548,28806.2192229121,107.95945728709921,28674.900507543935,-23.35925808106549
2021-01-15,27603.667293792358,27656.13763650111,28364.341669634683,28750.89901656867,,28820.5,28477.029296875,28777.470703125,28519.1796875,74100000.0,28519.1796875,28575.613157287706,56.43346978770569,28499.115033647977,-20.064653852023184,28618.780831071083,99.6011435710825,28497.49914866849,-21.680538831511512
2021-01-18,27493.73178885132,28348.961325086188,28699.777926958865,28575.613157287706,,28349.970703125,28111.5390625,28238.6796875,28242.2109375,51900000.0,28242.2109375,28249.54475434986,7.333816849859431,28111.055397102842,-131.1555403971579,28230.930945803644,-11.279991696355864,28295.67947208113,53.46853458113037
2021-01-19,27387.066805999726,28217.239186767256,28499.115033647977,28249.54475434986,,28720.91015625,28373.33984375,28405.490234375,28633.4609375,58200000.0,28633.4609375,28729.570639330894,96.10970183089375,28641.58719804627,8.126260546268895,28834.510742924176,201.04980542417616,28973.35746226739,339.8965247673914
2021-01-20,27312.63223650283,28447.04997690255,28111.055397102842,28729.570639330894,,28801.189453125,28402.109375,28798.740234375,28523.259765625,69800000.0,28523.259765625,28623.68949457677,100.42972895177081,28491.44621681655,-31.813548808451742,28688.750178958755,165.490413333755,28829.11513055116,305.8553649261594
2021-01-21,27246.82235697098,28806.2192229121,28641.58719804627,28623.68949457677,,28846.150390625,28677.609375,28710.41015625,28756.859375,67700000.0,28756.859375,28866.171528952662,109.3121539526619,28751.36626327783,-5.493111722171307,28948.889124857727,192.02974985772744,29119.351690237876,362.492315237876
2021-01-22,27747.00511077,28618.780831071083,28491.44621681655,28866.171528952662,,28698.1796875,28527.16015625,28580.19921875,28631.44921875,66900000.0,28631.44921875,28705.300387692172,73.85116894217208,28527.146649039118,-104.30256971088238,28728.139645671006,96.69042692100629,28969.737668209244,338.28844945924357
2021-01-25,28453.816553315148,28230.930945803644,28751.36626327783,28705.300387692172,,28822.2890625,28566.849609375,28698.890625,28822.2890625,57300000.0,28822.2890625,28832.167577790096,9.878515290096402,28658.74627167359,-163.54279082641006,28807.315396890044,-14.973665609955788,28989.130688593723,166.84162609372288
2021-01-26,28274.034162744647,28834.510742924176,28527.146649039118,28832.167577790096,,28740.7109375,28527.810546875,28696.30078125,28546.1796875,63500000.0,28546.1796875,28641.54261225555,95.36292475555092,28485.911970938556,-60.267716561444104,28651.831351057626,105.6516635576263,28807.212854065932,261.03316656593233
