Date,y,Pred_Close_90,Pred_Close_60,Pred_Close_20,Pred_Close_5,Pred_Close_1,High,Low,Open,Close,Pred_Close_1_offset,Pred_Close_5_offset,Pred_Close_20_offset,Pred_Close_60_offset,Pred_Close_90_offset,Pred_Close_90,Pred_Close_60,Pred_Close_20,Pred_Close_5,Pred_Close_1,High,Low,Open,Close,Pred_Close_1_offset,Pred_Close_5_offset,Pred_Close_20_offset,Pred_Close_60_offset,Pred_Close_90_offset
2020-06-15 00:00:00,,,,,,,22251.830078125,21529.830078125,22135.26953125,21530.94921875,22580.455582714174,22250.579558528494,21403.685070143547,21944.812445620075,22303.26342022093,,,,,,22251.830078125,21529.830078125,22135.26953125,21530.94921875,22580.455582714174,22250.579558528494,21403.685070143547,21944.812445620075,22303.26342022093
2020-06-16 00:00:00,,,,,,,22624.140625,21899.48046875,21912.2890625,22582.2109375,22555.772713945247,22406.792880032677,21956.593355005607,22851.756446927786,23360.52198076714,,,,,,22624.140625,21899.48046875,21912.2890625,22582.2109375,22555.772713945247,22406.792880032677,21956.593355005607,22851.756446927786,23360.52198076714
2020-06-17 00:00:00,,,,,,,22536.380859375,22318.0703125,22517.140625,22455.759765625,22391.18673550291,22163.817231607507,21696.25168895931,22670.27596531133,23217.7921921541,,,,,,22536.380859375,22318.0703125,22517.140625,22455.759765625,22391.18673550291,22163.817231607507,21696.25168895931,22670.27596531133,23217.7921921541
2020-06-18 00:00:00,,,,,,,22432.25,22125.349609375,22363.880859375,22355.4609375,21838.20857548574,21668.561366752256,21409.241625060327,22506.415986221284,23105.250006115995,,,,,,22432.25,22125.349609375,22363.880859375,22355.4609375,21838.20857548574,21668.561366752256,21409.241625060327,22506.415986221284,23105.250006115995
2020-06-19 00:00:00,,,,,,,22523.66015625,22352.16015625,22515.75,22478.7890625,22178.411619595718,21919.251681903843,21499.790578570683,22611.309980666265,23223.713437495753,,,,,,22523.66015625,22352.16015625,22515.75,22478.7890625,22178.411619595718,21919.251681903843,21499.790578570683,22611.309980666265,23223.713437495753
2020-06-22 00:00:00,,,,,,,22575.740234375,22311.939453125,22353.689453125,22437.26953125,22593.23309354391,22342.346004200634,21726.07461729739,22658.191609645262,23192.474468423054,,,,,,22575.740234375,22311.939453125,22353.689453125,22437.26953125,22593.23309354391,22342.346004200634,21726.07461729739,22658.191609645262,23192.474468423054
2020-06-23 00:00:00,,,,,,,22693.890625,22257.140625,22636.060546875,22549.05078125,22577.85868087085,22344.378140680725,21815.051465534838,22767.226872761268,23310.305644059088,,,,,,22693.890625,22257.140625,22636.060546875,22549.05078125,22577.85868087085,22344.378140680725,21815.051465534838,22767.226872761268,23310.305644059088
2020-06-24 00:00:00,,,,,,,22663.2890625,22479.859375,22541.009765625,22534.3203125,22459.846665718127,22229.73683758825,21757.238102588803,22739.505303157493,23293.052404959686,,,,,,22663.2890625,22479.859375,22541.009765625,22534.3203125,22459.846665718127,22229.73683758825,21757.238102588803,22739.505303157493,23293.052404959686
2020-06-25 00:00:00,,,,,,,22423.41015625,22165.140625,22287.869140625,22259.7890625,22324.95287036989,22085.682788852602,21587.798073984683,22500.14445563592,23019.355941846035,,,,,,22423.41015625,22165.140625,22287.869140625,22259.7890625,22324.95287036989,22085.682788852602,21587.798073984683,22500.14445563592,23019.355941846035
2020-06-26 00:00:00,,,,,,,22589.140625,22408.26953125,22424.369140625,22512.080078125,22743.383791677188,22484.081567352405,21863.56957065116,22759.54204274225,23277.30650923215,,,,,,22589.140625,22408.26953125,22424.369140625,22512.080078125,22743.383791677188,22484.081567352405,21863.56957065116,22759.54204274225,23277.30650923215
2020-06-29 00:00:00,,,,,,,22281.380859375,21969.58984375,22255.05078125,21995.0390625,22804.873991589993,22512.587716626003,21719.823403044138,22360.649930457585,22768.07403941173,,,,,,22281.380859375,21969.58984375,22255.05078125,21995.0390625,22804.873991589993,22512.587716626003,21719.823403044138,22360.649930457585,22768.07403941173
2020-06-30 00:00:00,,,,,,,22448.30078125,22273.380859375,22335.099609375,22288.140625,23253.61638401635,22987.113329248503,22104.893205313012,22686.27180861868,23073.610447488725,,,,,,22448.30078125,22273.380859375,22335.099609375,22288.140625,23253.61638401635,22987.113329248503,22104.893205313012,22686.27180861868,23073.610447488725
2020-07-01 00:00:00,,,,,,,22360.310546875,22039.560546875,22338.30078125,22121.73046875,23296.765966337174,23018.719027714804,22117.30538848322,22581.838606095873,22917.45905627031,,,,,,22360.310546875,22039.560546875,22338.30078125,22121.73046875,23296.765966337174,23018.719027714804,22117.30538848322,22581.838606095873,22917.45905627031
2020-07-02 00:00:00,,,,,,,22267.509765625,22072.109375,22182.6796875,22145.9609375,23114.256423560902,22843.877746267244,22062.75196292298,22589.378694656305,22942.58222590573,,,,,,22267.509765625,22072.109375,22182.6796875,22145.9609375,23114.256423560902,22843.877746267244,22062.75196292298,22589.378694656305,22942.58222590573
2020-07-03 00:00:00,,,,,,,22312.439453125,22154.970703125,22266.91015625,22306.48046875,23062.715864060912,22801.894147659652,22078.299692031927,22706.667696254794,23101.390391698573,,,,,,22312.439453125,22154.970703125,22266.91015625,22306.48046875,23062.715864060912,22801.894147659652,22078.299692031927,22706.667696254794,23101.390391698573
2020-07-06 00:00:00,,,,,,,22734.109375,22325.75,22341.26953125,22714.439453125,23163.7211381651,22937.554466016125,22287.407532168087,23052.58333640895,23509.186837450135,,,,,,22734.109375,22325.75,22341.26953125,22714.439453125,23163.7211381651,22937.554466016125,22287.407532168087,23052.58333640895,23509.186837450135
2020-07-07 00:00:00,,,,,,,22742.279296875,22540.439453125,22649.900390625,22614.689453125,22906.491619396955,22655.532051231246,22073.828314836835,22910.7133691418,23397.82942255563,,,,,,22742.279296875,22540.439453125,22649.900390625,22614.689453125,22906.491619396955,22655.532051231246,22073.828314836835,22910.7133691418,23397.82942255563
2020-07-08 00:00:00,,,,,,,22667.94921875,22438.650390625,22481.609375,22438.650390625,22920.851140411803,22662.88956128317,22000.47039725911,22764.61851476459,23220.468868276104,,,,,,22667.94921875,22438.650390625,22481.609375,22438.650390625,22920.851140411803,22662.88956128317,22000.47039725911,22764.61851476459,23220.468868276104
2020-07-09 00:00:00,,,,,,,22679.080078125,22434.380859375,22442.30078125,22529.2890625,22960.096915237606,22699.766590181738,22058.023816779256,22845.626986684278,23312.07677133102,,,,,,22679.080078125,22434.380859375,22442.30078125,22529.2890625,22960.096915237606,22699.766590181738,22058.023816779256,22845.626986684278,23312.07677133102
2020-07-10 00:00:00,,,,,,,22563.6796875,22285.0703125,22534.970703125,22290.810546875,23289.24849668285,23002.927472214215,22115.582079900196,22695.980704897083,23080.843992673326,,,,,,22563.6796875,22285.0703125,22534.970703125,22290.810546875,23289.24849668285,23002.927472214215,22115.582079900196,22695.980704897083,23080.843992673326
2020-07-13 00:00:00,,,,,,22349.930477218702,22784.740234375,22561.470703125,22591.810546875,22784.740234375,23349.575052106287,23116.76002377388,22417.811092451564,23138.763576763682,23581.317200123798,,,,,22349.930477218702,22784.740234375,22561.470703125,22591.810546875,22784.740234375,23349.575052106287,23116.76002377388,22417.811092451564,23138.763576763682,23581.317200123798
2020-07-14 00:00:00,,,,,,22789.438996823505,22677.01953125,22538.779296875,22631.869140625,22587.009765625,23223.756797241513,22964.85701911454,22259.921710156952,22953.61279924144,23381.348200673703,,,,,22789.438996823505,22677.01953125,22538.779296875,22631.869140625,22587.009765625,23223.756797241513,22964.85701911454,22259.921710156952,22953.61279924144,23381.348200673703
2020-07-15 00:00:00,,,,,,22625.157482181676,22965.560546875,22800.109375,22817.91015625,22945.5,22925.988985598087,22712.75736808777,22254.93099117279,23197.36249601841,23730.565996706486,,,,,22625.157482181676,22965.560546875,22800.109375,22817.91015625,22945.5,22925.988985598087,22712.75736808777,22254.93099117279,23197.36249601841,23730.565996706486
2020-07-16 00:00:00,,,,,,22974.492336791474,22925.900390625,22739.419921875,22907.9609375,22770.359375,23158.19832843542,22892.734399760142,22231.622078476474,23065.521973814815,23555.882549816743,,,,,22974.492336791474,22925.900390625,22739.419921875,22907.9609375,22770.359375,23158.19832843542,22892.734399760142,22231.622078476474,23065.521973814815,23555.882549816743
2020-07-17 00:00:00,,,,,22137.517772221938,22884.466598201543,22857.8203125,22643.51953125,22807.5703125,22696.419921875,23125.150410223054,22851.82014735136,22202.121339227306,23006.736066114856,23483.34798405855,,,,22137.517772221938,22884.466598201543,22857.8203125,22643.51953125,22807.5703125,22696.419921875,23125.150410223054,22851.82014735136,22202.121339227306,23006.736066114856,23483.34798405855
2020-07-20 00:00:00,,,,,22543.329502169043,22780.21010778565,22788.529296875,22580.189453125,22772.0703125,22717.48046875,23270.524906087667,23013.707075547427,22305.544744391227,23055.377144285012,23509.93755486561,,,,22543.329502169043,22780.21010778565,22788.529296875,22580.189453125,22772.0703125,22717.48046875,23270.524906087667,23013.707075547427,22305.544744391227,23055.377144285012,23509.93755486561
2020-07-21 00:00:00,,,,,22390.024314910406,22752.1899743916,22925.580078125,22780.220703125,22789.380859375,22884.220703125,23518.979919629637,23283.320629621157,22526.216908762115,23240.4417418472,23682.77792564896,,,,22390.024314910406,22752.1899743916,22925.580078125,22780.220703125,22789.380859375,22884.220703125,23518.979919629637,23283.320629621157,22526.216908762115,23240.4417418472,23682.77792564896
2020-07-22 00:00:00,,,,,22711.210529644508,22949.878915067296,22855.310546875,22732.919921875,22791.75,22751.609375,23179.394335303456,22899.52751256153,22289.590986035764,23077.55652993545,23544.695558521897,,,,22711.210529644508,22949.878915067296,22855.310546875,22732.919921875,22791.75,22751.609375,23179.394335303456,22899.52751256153,22289.590986035764,23077.55652993545,23544.695558521897
2020-07-27 00:00:00,,,,,22692.683293680893,22719.845105845015,22741.130859375,22429.5703125,22495.94921875,22715.849609375,23161.43847672618,22932.303400853416,22299.005528239068,23059.224562408635,23512.704367775004,,,,22692.683293680893,22719.845105845015,22741.130859375,22429.5703125,22495.94921875,22715.849609375,23161.43847672618,22932.303400853416,22299.005528239068,23059.224562408635,23512.704367775004
2020-07-28 00:00:00,,,,,22573.631064242916,22762.20446243696,22842.189453125,22646.220703125,22735.01953125,22657.380859375,23221.616250861203,22936.96099354443,22229.65925802954,22990.43210208509,23447.67125708447,,,,22573.631064242916,22762.20446243696,22842.189453125,22646.220703125,22735.01953125,22657.380859375,23221.616250861203,22936.96099354443,22229.65925802954,22990.43210208509,23447.67125708447
2020-07-29 00:00:00,,,,,22522.992059388896,22580.455582714174,22584.869140625,22366.33984375,22543.890625,22397.109375,22973.459397833794,22673.512605540454,22011.755095166154,22744.04984277673,23184.513091351837,,,,22522.992059388896,22580.455582714174,22584.869140625,22366.33984375,22543.890625,22397.109375,22973.459397833794,22673.512605540454,22011.755095166154,22744.04984277673,23184.513091351837
2020-07-30 00:00:00,,,,,22726.512452136492,22555.772713945247,22506.599609375,22334.7109375,22489.240234375,22339.23046875,23196.57345060585,22906.573307604063,22094.217124548275,22727.08415593626,23129.821594883222,,,,22726.512452136492,22555.772713945247,22506.599609375,22334.7109375,22489.240234375,22339.23046875,23196.57345060585,22906.573307604063,22094.217124548275,22727.08415593626,23129.821594883222
2020-07-31 00:00:00,,,,,22435.226288948907,22391.18673550291,22295.05078125,21710.0,22267.58984375,21710.0,23269.44039583206,22894.871693849564,21859.559878110886,22217.176959514618,22505.323452949524,,,,22435.226288948907,22391.18673550291,22295.05078125,21710.0,22267.58984375,21710.0,23269.44039583206,22894.871693849564,21859.559878110886,22217.176959514618,22505.323452949524
2020-08-03 00:00:00,,,,,22517.98406745214,21838.20857548574,22214.58984375,21919.830078125,21947.580078125,22195.380859375,23610.617489106953,23359.23624150455,22363.94028342096,22716.503224034095,23006.55688148574,,,,22517.98406745214,21838.20857548574,22214.58984375,21919.830078125,21947.580078125,22195.380859375,23610.617489106953,23359.23624150455,22363.94028342096,22716.503224034095,23006.55688148574
2020-08-04 00:00:00,,,,,22250.579558528494,22178.411619595718,22603.8203125,22379.740234375,22379.740234375,22573.66015625,23478.54321417585,23223.090225435328,22436.27838979638,23005.063525472768,23380.303242618684,,,,22250.579558528494,22178.411619595718,22603.8203125,22379.740234375,22379.740234375,22573.66015625,23478.54321417585,23223.090225435328,22436.27838979638,23005.063525472768,23380.303242618684
2020-08-05 00:00:00,,,,,22406.792880032677,22593.23309354391,22554.19921875,22356.25,22479.720703125,22514.849609375,23494.61743807257,23222.708870616974,22398.128720782697,22953.01190204383,23322.20934849349,,,,22406.792880032677,22593.23309354391,22554.19921875,22356.25,22479.720703125,22514.849609375,23494.61743807257,23222.708870616974,22398.128720782697,22953.01190204383,23322.20934849349
2020-08-06 00:00:00,,,,,22163.817231607507,22577.85868087085,22587.75,22362.890625,22471.7109375,22418.150390625,23307.665276159998,23027.685865312116,22255.05199464981,22841.55494366144,23220.45515718707,,,,22163.817231607507,22577.85868087085,22587.75,22362.890625,22471.7109375,22418.150390625,23307.665276159998,23027.685865312116,22255.05199464981,22841.55494366144,23220.45515718707
2020-08-07 00:00:00,,,,,21668.561366752256,22459.846665718127,22436.16015625,22204.609375,22433.779296875,22329.939453125,23355.288002969,23066.5291478578,22230.03831783461,22772.483687417815,23133.958654193906,,,,21668.561366752256,22459.846665718127,22436.16015625,22204.609375,22433.779296875,22329.939453125,23355.288002969,23066.5291478578,22230.03831783461,22772.483687417815,23133.958654193906
2020-08-11 00:00:00,,,,,21919.251681903843,22324.95287036989,22760.869140625,22497.0703125,22505.509765625,22750.240234375,23356.43540968746,23102.968153581955,22405.535885435413,23117.306708932156,23551.780937079107,,,,21919.251681903843,22324.95287036989,22760.869140625,22497.0703125,22505.509765625,22750.240234375,23356.43540968746,23102.968153581955,22405.535885435413,23117.306708932156,23551.780937079107
2020-08-12 00:00:00,,,,21578.31300076656,22342.346004200634,22743.383791677188,22874.369140625,22670.740234375,22747.439453125,22843.9609375,23130.1487701945,22890.111217261292,22313.351179982536,23149.589783188887,23636.941312464885,,,21578.31300076656,22342.346004200634,22743.383791677188,22874.369140625,22670.740234375,22747.439453125,22843.9609375,23130.1487701945,22890.111217261292,22313.351179982536,23149.589783188887,23636.941312464885
2020-08-13 00:00:00,,,,21848.106707760133,22344.378140680725,22804.873991589993,23316.689453125,23111.5,23123.359375,23249.609375,23242.284117033705,23007.71095373202,22485.935295489617,23477.097021089867,24037.150824535638,,,21848.106707760133,22344.378140680725,22804.873991589993,23316.689453125,23111.5,23123.359375,23249.609375,23242.284117033705,23007.71095373202,22485.935295489617,23477.097021089867,24037.150824535638
2020-08-14 00:00:00,,,,21885.846538687474,22229.73683758825,23253.61638401635,23338.7890625,23222.849609375,23323.919921875,23289.359375,23512.03315695189,23246.259969837964,22613.504676164128,23543.447081804276,24080.646019089967,,,21885.846538687474,22229.73683758825,23253.61638401635,23338.7890625,23222.849609375,23323.919921875,23289.359375,23512.03315695189,23246.259969837964,22613.504676164128,23543.447081804276,24080.646019089967
2020-08-17 00:00:00,,,,22066.217178583844,22085.682788852602,23296.765966337174,23248.75,23068.529296875,23189.48046875,23096.75,23526.409824073315,23245.739121437073,22570.0319352448,23399.731074661016,23892.252567708492,,,22066.217178583844,22085.682788852602,23296.765966337174,23248.75,23068.529296875,23189.48046875,23096.75,23526.409824073315,23245.739121437073,22570.0319352448,23399.731074661016,23892.252567708492
2020-08-18 00:00:00,,,,22184.626317565562,22484.081567352405,23114.256423560902,23128.1796875,22948.890625,23097.80078125,23051.080078125,23258.93969563837,23027.588256408228,22474.81324341253,23342.286337876227,23846.08959970507,,,22184.626317565562,22484.081567352405,23114.256423560902,23128.1796875,22948.890625,23097.80078125,23051.080078125,23258.93969563837,23027.588256408228,22474.81324341253,23342.286337876227,23846.08959970507
2020-08-19 00:00:00,,,,22203.010051662102,22512.587716626003,23062.715864060912,23149.849609375,22953.599609375,22997.9296875,23110.609375,23090.335334969684,22875.121675224043,22402.63378104288,23359.655803952366,23900.51176137477,,,22203.010051662102,22512.587716626003,23062.715864060912,23149.849609375,22953.599609375,22997.9296875,23110.609375,23090.335334969684,22875.121675224043,22402.63378104288,23359.655803952366,23900.51176137477
2020-08-20 00:00:00,,,,22126.38392873865,22987.113329248503,23163.7211381651,23078.359375,22851.830078125,23003.580078125,22880.619140625,23293.99242885341,23018.51752160699,22346.76172094245,23180.241334435763,23670.78338257363,,,22126.38392873865,22987.113329248503,23163.7211381651,23078.359375,22851.830078125,23003.580078125,22880.619140625,23293.99242885341,23018.51752160699,22346.76172094245,23180.241334435763,23670.78338257363
2020-08-21 00:00:00,,,,22251.499829385895,23018.719027714804,22906.491619396955,23135.4296875,22920.30078125,23022.759765625,22920.30078125,23397.89265999291,23122.855324008036,22431.85752233141,23234.63150721509,23713.16876617726,,,22251.499829385895,23018.719027714804,22906.491619396955,23135.4296875,22920.30078125,23022.759765625,22920.30078125,23397.89265999291,23122.855324008036,22431.85752233141,23234.63150721509,23713.16876617726
2020-08-24 00:00:00,,,,21852.85227842396,22843.877746267244,22920.851140411803,23012.7109375,22862.5390625,22913.19921875,22985.509765625,23428.504996160045,23162.924872673117,22504.262930493802,23305.782011442818,23783.17354516522,,,21852.85227842396,22843.877746267244,22920.851140411803,23012.7109375,22862.5390625,22913.19921875,22985.509765625,23428.504996160045,23162.924872673117,22504.262930493802,23305.782011442818,23783.17354516522
2020-08-25 00:00:00,,,,21889.20017656032,22801.894147659652,22960.096915237606,23431.0390625,23225.390625,23242.740234375,23296.76953125,23648.170329279732,23382.59029818233,22714.693831538083,23584.594865018036,24095.167607774958,,,21889.20017656032,22801.894147659652,22960.096915237606,23431.0390625,23225.390625,23242.740234375,23296.76953125,23648.170329279732,23382.59029818233,22714.693831538083,23584.594865018036,24095.167607774958
2020-08-26 00:00:00,,,,21403.685070143547,22937.554466016125,23289.24849668285,23348.80078125,23203.0,23257.05078125,23290.859375,23660.32647335902,23417.236724635586,22766.632290701382,23600.50151229836,24094.238606812432,,,21403.685070143547,22937.554466016125,23289.24849668285,23348.80078125,23203.0,23257.05078125,23290.859375,23660.32647335902,23417.236724635586,22766.632290701382,23600.50151229836,24094.238606812432
2020-08-27 00:00:00,,,,21956.593355005607,22655.532051231246,23349.575052106287,23323.0703125,23177.849609375,23311.0390625,23208.859375,23555.14930366911,23286.803175248206,22665.766330785118,23513.479859698564,24010.898644847795,,,21956.593355005607,22655.532051231246,23349.575052106287,23323.0703125,23177.849609375,23311.0390625,23208.859375,23555.14930366911,23286.803175248206,22665.766330785118,23513.479859698564,24010.898644847795
2020-08-28 00:00:00,,,,21696.25168895931,22662.88956128317,23223.756797241513,23376.130859375,22594.7890625,23232.30078125,22882.650390625,23590.381728315027,23300.61857121624,22545.08074531972,23252.647049627732,23689.568154817913,,,21696.25168895931,22662.88956128317,23223.756797241513,23376.130859375,22594.7890625,23232.30078125,22882.650390625,23590.381728315027,23300.61857121624,22545.08074531972,23252.647049627732,23689.568154817913
2020-08-31 00:00:00,,,,21409.241625060327,22699.766590181738,22925.988985598087,23342.3203125,23102.609375,23147.140625,23139.759765625,23594.229444077704,23315.149079968687,22649.138901944854,23461.276498704217,23942.795776358806,,,21409.241625060327,22699.766590181738,22925.988985598087,23342.3203125,23102.609375,23147.140625,23139.759765625,23594.229444077704,23315.149079968687,22649.138901944854,23461.276498704217,23942.795776358806
2020-09-01 00:00:00,,,,21499.790578570683,23002.927472214215,23158.19832843542,23206.66015625,23047.76953125,23089.630859375,23138.0703125,23522.2260156516,23265.086022355594,22635.539189425763,23457.2466221191,23941.643479857594,,,21499.790578570683,23002.927472214215,23158.19832843542,23206.66015625,23047.76953125,23089.630859375,23138.0703125,23522.2260156516,23265.086022355594,22635.539189425763,23457.2466221191,23941.643479857594
2020-09-02 00:00:00,,,,21726.07461729739,23116.76002377388,23125.150410223054,23287.400390625,23170.8203125,23261.08984375,23247.150390625,23444.13548003626,23192.622758497484,22621.19805986213,23525.35327403713,24046.42249698774,,,21726.07461729739,23116.76002377388,23125.150410223054,23287.400390625,23170.8203125,23261.08984375,23247.150390625,23444.13548003626,23192.622758497484,22621.19805986213,23525.35327403713,24046.42249698774
2020-09-03 00:00:00,,,,21815.051465534838,22964.85701911454,23270.524906087667,23580.509765625,23426.109375,23524.490234375,23465.529296875,23670.138469269266,23397.76728180796,22778.14374021883,23721.53342893021,24264.356849826407,,,21815.051465534838,22964.85701911454,23270.524906087667,23580.509765625,23426.109375,23524.490234375,23465.529296875,23670.138469269266,23397.76728180796,22778.14374021883,23721.53342893021,24264.356849826407
2020-09-04 00:00:00,,,,21757.238102588803,22712.75736808777,23518.979919629637,23257.689453125,23098.76953125,23130.3203125,23205.4296875,23604.4080058299,23354.602565276437,22707.123118157033,23524.815942049026,24009.748820569366,,,21757.238102588803,22712.75736808777,23518.979919629637,23257.689453125,23098.76953125,23130.3203125,23205.4296875,23604.4080058299,23354.602565276437,22707.123118157033,23524.815942049026,24009.748820569366
2020-09-07 00:00:00,,,,21587.798073984683,22892.734399760142,23179.394335303456,23218.220703125,23086.890625,23145.470703125,23089.94921875,23636.589193474967,23363.68896791991,22658.92127966741,23429.639741073363,23894.35597367119,,,21587.798073984683,22892.734399760142,23179.394335303456,23218.220703125,23086.890625,23145.470703125,23089.94921875,23636.589193474967,23363.68896791991,22658.92127966741,23429.639741073363,23894.35597367119
2020-09-08 00:00:00,,,,21863.56957065116,22851.82014735136,23161.43847672618,23277.66015625,23129.66015625,23188.7890625,23274.130859375,23515.891821467085,23272.857367269462,22695.292629004107,23569.922290450195,24077.843102599727,,,21863.56957065116,22851.82014735136,23161.43847672618,23277.66015625,23129.66015625,23188.7890625,23274.130859375,23515.891821467085,23272.857367269462,22695.292629004107,23569.922290450195,24077.843102599727
2020-09-09 00:00:00,,,,21719.823403044138,23013.707075547427,23221.616250861203,23059.01953125,22878.7109375,22966.890625,23032.5390625,23549.064249219373,23298.269939781167,22612.743253873195,23377.903262786567,23838.152733603492,,,21719.823403044138,23013.707075547427,23221.616250861203,23059.01953125,22878.7109375,22966.890625,23032.5390625,23549.064249219373,23298.269939781167,22612.743253873195,23377.903262786567,23838.152733603492
2020-09-10 00:00:00,,,,22104.893205313012,23283.320629621157,22973.459397833794,23250.310546875,23134.01953125,23193.470703125,23235.470703125,23534.490755592007,23286.170659035444,22669.431067521917,23532.884222898167,24037.352108067833,,,22104.893205313012,23283.320629621157,22973.459397833794,23250.310546875,23134.01953125,23193.470703125,23235.470703125,23534.490755592007,23286.170659035444,22669.431067521917,23532.884222898167,24037.352108067833
2020-09-11 00:00:00,,,,22117.30538848322,22899.52751256153,23196.57345060585,23412.9296875,23114.630859375,23114.630859375,23406.490234375,23498.53011594666,23260.831108753686,22724.210361647652,23668.410189606017,24207.54078554106,,,22117.30538848322,22899.52751256153,23196.57345060585,23412.9296875,23114.630859375,23114.630859375,23406.490234375,23498.53011594666,23260.831108753686,22724.210361647652,23668.410189606017,24207.54078554106
2020-09-14 00:00:00,,,,22062.75196292298,22932.303400853416,23269.44039583206,23582.2109375,23429.419921875,23431.16015625,23559.30078125,23452.98689086153,23210.801183301955,22725.199650654104,23768.493781804107,24353.496112838387,,,22062.75196292298,22932.303400853416,23269.44039583206,23582.2109375,23429.419921875,23431.16015625,23559.30078125,23452.98689086153,23210.801183301955,22725.199650654104,23768.493781804107,24353.496112838387
2020-09-15 00:00:00,,,,22078.299692031927,22936.96099354443,23610.617489106953,23477.859375,23351.349609375,23438.830078125,23454.890625,23344.600793754682,23082.810285206884,22607.691646107472,23657.45819234848,24245.58860845864,,,22078.299692031927,22936.96099354443,23610.617489106953,23477.859375,23351.349609375,23438.830078125,23454.890625,23344.600793754682,23082.810285206884,22607.691646107472,23657.45819234848,24245.58860845864
2020-09-16 00:00:00,,,,22287.407532168087,22673.512605540454,23478.54321417585,23506.44921875,23397.4296875,23425.23046875,23475.529296875,23058.41829459183,22853.888437382295,22500.03615478077,23634.77240891219,24258.499551026616,,,22287.407532168087,22673.512605540454,23478.54321417585,23506.44921875,23397.4296875,23425.23046875,23475.529296875,23058.41829459183,22853.888437382295,22500.03615478077,23634.77240891219,24258.499551026616
