,Date,High,Low,Open,Close,SMA05,SMA10,SMA25,GC
28,2003-03-04,101.6492985534668,101.15950241088868,101.2621942138672,101.5860971069336,100.68550120544434,100.68312949371338,101.63476354675294,1.0
29,2003-03-05,101.89419662475586,101.47549758911131,101.60190048217774,101.60190048217774,101.03942086791993,100.7684496383667,101.64519160461427,1.0
30,2003-03-06,101.89419662475586,101.49130096435547,101.5782014465332,101.6729975891113,101.39017985534667,100.82058992767334,101.64266354675291,1.0
31,2003-03-07,102.1628057861328,101.0489028930664,101.6888009643555,101.8389028930664,101.594,100.90749040985108,101.63634364318848,1.0
32,2003-03-10,102.06799758911131,101.5228956604004,101.80729614257812,101.95739807128906,101.7314592285156,101.02046043395997,101.61359160461424,2.0
33,2003-03-11,102.2654975891113,101.90210433959965,101.94159469604492,102.1075,101.8357398071289,101.26062050628661,101.57756762390136,1.0
34,2003-03-12,102.3760971069336,101.7835971069336,102.06799758911131,101.95739807128906,101.90683932495116,101.47313009643554,101.56587577819826,1.0
35,2003-03-13,102.21020385742187,100.91459831237792,101.95739807128906,101.20690048217772,101.81361990356444,101.60189987945556,101.51089160461426,1.0
36,2003-03-14,101.20690048217772,100.1957014465332,101.1832014465332,100.32209831237792,101.51025898742675,101.55212949371337,101.40977145996094,1.0
37,2003-03-17,100.93829734802246,99.16079734802248,100.50380096435548,99.6426978302002,101.04731893920898,101.38938908386231,101.29285131530762,1.0
38,2003-03-18,100.0298021697998,99.12130096435548,99.6426978302002,99.69799758911137,100.56541845703126,101.20057913208008,101.17277121887207,1.0
39,2003-03-19,100.70920265197756,99.5004975891113,99.69799758911137,100.37739807128906,100.24941845703127,101.07812889099122,101.08302733459473,1.0
40,2003-03-20,101.0804975891113,100.10880096435548,100.37739807128906,100.7566007232666,100.15935850524903,100.98648920440675,100.99043932495117,1.0
41,2003-03-21,101.29380096435548,100.60649879455566,100.73290168762207,101.29380096435548,100.35369903564455,100.93197901153565,100.94114340209963,1.0
42,2003-03-24,101.5703057861328,101.11209831237792,101.22270385742188,101.515,100.72815946960449,100.88773920440674,100.92787145996094,1.0
43,2003-03-25,101.56239807128908,100.8592985534668,101.54659469604492,100.97779975891112,100.98411990356446,100.77476918029785,100.95030743103028,2.0
44,2003-03-26,101.43599517822264,100.78029975891111,101.00149879455569,101.34119903564456,101.17688009643555,100.7131492767334,100.97400743103027,1.0
45,2003-03-27,101.6492985534668,101.12,101.37280578613282,101.36489807128906,101.29853956604005,100.72894903564455,100.98253956604005,1.0
46,2003-03-28,102.2654975891113,101.28590530395508,101.37280578613282,102.09169662475588,101.45811869812012,100.90590886688234,101.02741150817872,1.0
47,2003-03-30,102.49460433959965,101.4517985534668,102.1628057861328,101.79940048217776,101.51499879455568,101.12157913208009,101.06627961425782,1.0
48,2003-03-31,101.98900482177734,101.515,101.7520024108887,101.83099517822264,101.68563787841799,101.33487889099122,101.1512834503174,1.0
49,2003-04-01,101.89419662475586,101.04100120544436,101.87049758911137,101.09630096435548,101.63665826416016,101.40676918029786,101.20184340209963,1.0
50,2003-04-02,101.5071043395996,100.84350120544434,101.1278956604004,101.42020385742188,101.64771942138673,101.47312949371339,101.26188345031738,1.0
51,2003-04-03,101.9178956604004,101.34119903564456,101.4517985534668,101.7203956604004,101.57345922851565,101.51578896331787,101.2979071899414,1.0
52,2003-04-06,101.7520024108887,100.70130096435548,101.42809951782228,101.15159469604492,101.44389807128907,101.47944843292237,101.29316690063477,1.0
53,2003-04-07,101.60190048217774,100.86720024108888,101.13580337524417,101.36489807128906,101.35067864990233,101.51815826416016,101.28431893920899,1.0
54,2003-04-08,102.305,101.33330337524414,101.3570024108887,102.19440048217774,101.5702985534668,101.60347840881349,101.30801893920899,1.0
55,2003-04-09,102.4234951782227,101.79940048217776,102.18650482177736,101.8389028930664,101.6540383605957,101.65087889099121,101.3146551513672,1.0
56,2003-04-10,102.49460433959965,101.80729614257812,101.86260192871094,102.305,101.77095922851562,101.67220922851564,101.33329903564454,1.0
57,2003-04-13,102.58150482177734,102.1785971069336,102.32080337524414,102.4234951782227,102.02533932495118,101.73461869812012,101.3519429199219,1.0
58,2003-04-14,102.72369903564451,102.09169662475588,102.41559951782229,102.61309951782226,102.27497961425783,101.81282913208008,101.37216690063478,1.0
59,2003-04-15,103.2371942138672,102.52619903564457,102.61309951782226,103.0396942138672,102.44403836059571,102.00716845703127,101.41545874633788,1.0
60,2003-04-16,103.26090530395508,102.6289028930664,103.05549758911133,102.8421942138672,102.64469662475588,102.1493674926758,101.48087049560549,1.0
61,2003-04-17,103.05549758911133,102.7553057861328,102.7710971069336,103.00809951782227,102.78531652832032,102.27813787841798,101.58831054382327,1.0
62,2003-04-20,103.48210433959964,102.8579975891113,102.9211990356445,103.41099517822266,102.98281652832031,102.50407792663574,101.73904243774416,1.0
63,2003-04-21,104.05880096435548,103.2292985534668,103.41890289306644,103.8454975891113,103.22929614257812,102.75213787841797,101.90494243774414,1.0
64,2003-04-22,104.37479614257812,103.7428057861328,103.8454975891113,104.24049758911131,103.46945681762695,102.95674758911132,102.05946641845703,1.0
65,2003-04-23,104.57229614257812,104.0192985534668,104.23260192871096,104.44590530395509,103.79019903564453,103.2174478302002,102.20703860168459,1.0
66,2003-04-24,104.98309951782228,104.3432014465332,104.46169662475586,104.73030578613282,104.13464028930665,103.45997840881348,102.34449879455566,1.0
67,2003-04-27,105.02260192871094,104.36690048217774,104.76979614257812,104.50909469604493,104.35426019287111,103.6685383605957,102.46426258239745,1.0
68,2003-04-28,104.88830337524416,103.885,104.5485971069336,104.8014028930664,104.5454412536621,103.88736869812013,102.61720670776367,1.0
69,2003-04-29,105.30700241088869,104.6828956604004,104.83299758911132,104.8803956604004,104.67342086791992,104.07143884277343,102.75877457275392,1.0
70,2003-04-30,105.37809951782226,104.57229614257812,104.88830337524416,105.2042985534668,104.82509951782227,104.3076492767334,102.91235059204102,1.0
71,2003-05-01,105.62299758911136,105.07789566040042,105.25960433959963,105.57559951782228,104.99415826416016,104.56439927673338,103.05170670776366,1.0
72,2003-05-04,105.76520385742188,105.24380096435549,105.48869903564452,105.70989807128906,105.23431893920899,104.79428956604004,103.20812661132814,1.0
73,2003-05-05,106.23130096435548,105.58349517822266,105.6625,106.08909469604492,105.4918572998047,105.01864927673338,103.37845059204102,1.0
74,2003-05-06,106.1996942138672,104.19309951782228,106.1285971069336,104.4064028930664,105.39705874633789,105.03523980712892,103.51085466918944,1.0
75,2003-05-07,106.34190048217772,103.97190048217772,104.43010192871094,106.23919662475586,105.6040383605957,105.21456893920899,103.70361437988282,1.0
76,2003-05-08,106.87119903564457,106.07330337524417,106.21549758911137,106.5078057861328,105.7904796142578,105.39231893920899,103.89511078491212,1.0
77,2003-05-11,106.9896942138672,106.47619903564456,106.9896942138672,106.80799758911137,106.01009951782225,105.62220922851562,104.12136690063477,1.0
78,2003-05-12,106.81590530395508,105.81260192871096,106.80799758911137,106.21549758911137,106.03538009643557,105.76361869812013,104.31539088134767,1.0
79,2003-05-13,106.40510192871096,105.24380096435549,106.36559951782228,105.465,106.24709951782226,105.82207913208008,104.44621486206056,1.0
80,2003-05-14,105.44130096435548,104.4853956604004,105.4254975891113,104.7382014465332,105.94690048217774,105.77546942138672,104.56218680419921,1.0
81,2003-05-15,106.30239807128906,104.63549758911137,104.7460971069336,106.2945024108887,105.90423980712892,105.84735971069335,104.72176690063478,1.0
82,2003-05-18,108.08780578613282,106.18390289306645,106.5078057861328,107.71650482177736,106.08594125366213,106.0480203857422,104.93348728637694,1.0
83,2003-05-19,108.15099517822266,107.47159469604492,107.7954975891113,108.1035971069336,106.46356115722658,106.24947062683107,105.15310718994141,1.0
84,2003-05-20,108.50650482177736,107.7717985534668,108.11150482177734,108.18260192871094,107.00708154296876,106.62709053039552,105.35882349853517,1.0
85,2003-05-21,108.4828057861328,108.00880096435549,108.15099517822266,108.2932014465332,107.71808154296875,106.83249101257324,105.57686378784179,1.0
86,2003-05-22,109.39919662475586,108.0403956604004,108.30900482177736,109.29650482177736,108.3184820251465,107.11136091613771,105.8284,1.0
87,2003-05-25,109.72309951782228,108.9567985534668,109.20169662475588,109.49400482177737,108.6739820251465,107.37996163940431,106.0717203857422,1.0
88,2003-05-26,109.90479614257816,109.25700241088867,109.4860971069336,109.43869903564452,108.94100241088867,107.70228178405762,106.29544844360353,1.0
89,2003-05-27,110.3471942138672,109.11479614257811,109.4545024108887,110.1339028930664,109.33126260375977,108.16917207336425,106.53118465576172,1.0
90,2003-05-28,111.11349517822264,109.88900482177736,110.09440048217772,111.03450241088868,109.87952279663087,108.79880216979981,106.79472854003907,1.0
91,2003-05-29,111.27940048217772,110.75799758911133,111.04239807128909,110.9871043395996,110.21764270019533,109.26806236267092,107.04500048217774,1.0
92,2003-06-01,110.6632014465332,109.20169662475588,110.6395024108887,110.09440048217772,110.33772183227538,109.50585192871094,107.26841271362305,1.0
93,2003-06-02,110.60789566040042,109.69150482177734,110.05489807128907,110.4657014465332,110.54312231445313,109.7420623626709,107.49498465576173,1.0
94,2003-06-03,110.6395024108887,109.2175,110.4657014465332,109.36760192871094,110.38986212158201,109.8605623626709,107.67447290649415,1.0
95,2003-06-04,110.4735971069336,108.81460433959958,109.3754975891113,110.1339028930664,110.20974221801757,110.04463250732422,107.87165708007814,1.0
96,2003-06-05,110.49729614257816,109.12270385742188,110.11809951782227,109.6835971069336,109.94904077148438,110.08334173583985,108.0359769836426,1.0
97,2003-06-08,109.96010192871094,109.03580337524414,109.69150482177734,109.3439028930664,109.79894125366211,110.06833154296874,108.18133717651367,1.0
98,2003-06-09,109.62830337524414,108.45119903564456,109.3439028930664,108.60130096435547,109.42606115722656,109.98459173583983,108.28182542724609,1.0
99,2003-06-10,109.56510192871092,108.35640289306644,108.58549758911133,109.3596942138672,109.42447961425782,109.90717086791992,108.47995708007812,1.0
100,2003-06-11,109.64409469604492,108.86200241088868,109.3754975891113,109.39919662475586,109.27753836059571,109.74364028930663,108.60635708007813,1.0
101,2003-06-12,110.1339028930664,109.13849517822266,109.40710433959958,110.0470024108887,109.35021942138674,109.64963009643554,108.74792494506838,1.0
102,2003-06-15,110.71059951782227,109.8178956604004,110.05489807128907,109.84950241088868,109.45133932495119,109.62514028930664,108.86958513793945,1.0
103,2003-06-16,110.37880096435548,109.8178956604004,109.84950241088868,109.9364028930664,109.71835971069338,109.57221043395998,109.01842135009767,1.0
104,2003-06-17,110.18919662475588,108.66450241088867,109.98380096435548,108.8935971069336,109.62514028930664,109.52480995178223,109.15556523437499,1.0
105,2003-06-18,109.79419662475588,108.60130096435547,108.8857014465332,109.58090530395508,109.66148202514648,109.4695101928711,109.34927338867188,1.0
106,2003-06-19,109.79419662475588,108.07989807128908,109.57299758911137,108.64869903564455,109.38182135009765,109.36602038574219,109.44344125366212,1.0
107,2003-06-22,108.52229614257811,107.1160971069336,108.45909469604491,107.41630096435549,108.89518106079102,109.17326019287108,109.43143309936524,1.0
108,2003-06-23,107.7717985534668,106.83169662475586,107.40840530395508,107.1003057861328,108.3279616394043,109.02316067504883,109.39130144653322,1.0
109,2003-06-24,107.8903057861328,106.75270385742188,107.1003057861328,107.5032014465332,108.04988250732421,108.83751139831543,109.36412542724611,1.0
110,2003-06-25,107.9771942138672,107.2029975891113,107.5032014465332,107.81919662475586,107.69754077148437,108.67951139831544,109.345165234375,1.0
111,2003-06-26,108.2853057861328,107.65330337524416,107.7954975891113,108.0325,107.57430096435546,108.47806115722656,109.29460504150391,1.0
112,2003-06-29,109.06739807128906,107.9060971069336,108.08780578613282,108.92520385742188,107.87608154296875,108.38563130187988,109.27185300292969,1.0
113,2003-06-30,109.4703057861328,108.625,108.92520385742188,108.94890289306645,108.24580096435548,108.28688130187989,109.25226115722657,1.0
114,2003-07-01,109.02,107.49530578613282,108.97260192871094,107.7085971069336,108.28688009643557,108.16838130187989,109.15524892578125,1.0
115,2003-07-02,107.85080337524414,106.80799758911137,107.66909469604492,107.28989807128907,108.1810203857422,107.93928057861328,109.00546475219727,1.0
116,2003-07-03,107.3609951782227,106.80010192871094,107.3135971069336,107.12400482177736,107.99932135009767,107.78681115722657,108.85094077148439,1.0
117,2003-07-06,107.13190048217774,105.50450241088868,106.9896942138672,105.7257014465332,107.35942086791995,107.61775120544435,108.6761928100586,1.0
118,2003-07-07,106.01010192871094,105.22010192871096,105.67039566040042,105.74150482177735,106.71794125366212,107.48187110900878,108.48722494506836,1.0
119,2003-07-08,106.02590530395508,105.23590530395508,105.7178057861328,105.55190048217771,106.28660192871094,107.28674101257324,108.33459688720704,1.0
120,2003-07-09,105.89159469604492,105.0936990356445,105.5360971069336,105.5992985534668,105.94848202514649,107.06475120544432,108.15321271362305,1.0
121,2003-07-10,105.63090530395507,104.91989807128908,105.5992985534668,105.04630096435548,105.5329412536621,106.76613130187988,107.96772086791992,1.0
122,2003-07-13,105.05419662475586,104.4379975891113,104.9435971069336,104.85669662475588,105.35914028930665,106.3592805786133,107.78823261718752,1.0
123,2003-07-14,105.14900482177735,103.19770385742189,104.8646043395996,104.10619903564456,105.0320791320801,105.8750101928711,107.60842854003907,1.0
124,2003-07-15,104.8092985534668,103.86919662475586,104.09830337524414,104.69869903564457,104.86143884277347,105.57402038574219,107.42198873291018,1.0
125,2003-07-16,105.465,104.46169662475586,104.69080337524414,105.465,104.83457913208011,105.39153057861328,107.26462086791993,1.0
126,2003-07-17,105.70989807128906,105.0304975891113,105.4728956604004,105.48869903564452,104.92305874633792,105.22800000000002,107.08228873291017,1.0
127,2003-07-20,106.2628956604004,105.24380096435549,105.48080337524416,106.16020385742188,105.18376019287112,105.27145024108889,106.93471679077149,1.0
128,2003-07-21,107.01340530395508,106.14440048217772,106.15229614257812,106.46830337524416,105.65618106079103,105.34413009643556,106.79599281005859,1.0
129,2003-07-22,107.835,106.30239807128906,106.4446043395996,107.71650482177736,106.25974221801758,105.56059053039553,106.74890911865235,1.0
130,2003-07-23,108.02460433959963,107.46369903564457,107.74020385742188,107.8586990356445,106.73848202514648,105.7865305786133,106.68002086791994,2.0
131,2003-07-24,108.26950241088868,107.6296043395996,107.88239807128907,107.92190048217772,107.22512231445312,106.07409053039552,106.65094892578125,1.0
132,2003-07-27,108.5617985534668,107.7954975891113,107.98510192871096,108.34849517822266,107.66278057861328,106.4232703857422,106.68823669433594,1.0
133,2003-07-28,108.77510192871094,108.20630096435548,108.40380096435548,108.34849517822266,108.03881893920898,106.84750000000001,106.73816427001954,1.0
134,2003-07-29,108.52229614257811,107.7007014465332,108.39590530395508,107.835,108.06251797485352,107.16113009643554,106.75143621215821,1.0
135,2003-07-30,107.92190048217772,106.6263009643555,107.81919662475586,106.99760192871094,107.8902985534668,107.31439028930663,106.71857242431642,1.0
136,2003-07-31,107.21090530395507,106.0653956604004,106.99760192871094,107.02919662475588,107.71175778198241,107.46844004821779,106.67844028930664,1.0
137,2003-08-03,108.11150482177734,106.6263009643555,106.96599517822266,107.98510192871096,107.63907913208008,107.65092985534667,106.6408362121582,1.0
138,2003-08-04,108.23,107.2503956604004,107.8903057861328,107.92190048217772,107.5537601928711,107.79628956604003,106.59975611572264,1.0
139,2003-08-05,108.20630096435548,107.59799758911132,107.91400482177735,107.6296043395996,107.51268106079101,107.78759951782226,106.5965964050293,1.0
140,2003-08-06,107.76390289306644,106.7921942138672,107.6296043395996,106.9739028930664,107.5079412536621,107.69911990356445,106.5839565979004,1.0
141,2003-08-07,107.08450241088867,106.09700241088868,107.06080337524416,106.42090530395508,107.38628298950195,107.54902038574218,106.55583261718749,1.0
142,2003-08-10,106.5946942138672,105.3939028930664,106.31030578613282,106.34979614257811,107.05922183227537,107.34915048217775,106.5807964050293,1.0
143,2003-08-11,106.64210433959958,105.55979614257816,106.34190048217772,105.62299758911136,106.59944125366209,107.07660072326662,106.57605611572268,1.0
144,2003-08-12,106.64210433959958,105.50450241088868,105.63880096435548,106.5235971069336,106.37823980712889,106.94546043395997,106.61492398071289,1.0
145,2003-08-13,106.89489807128906,105.7257014465332,106.48409469604492,105.94690048217774,106.17283932495118,106.84039028930663,106.62882805786131,1.0
146,2003-08-14,106.17599517822264,105.57559951782228,105.93900482177736,106.0021942138672,106.08909710693361,106.73769004821777,106.6670637878418,1.0
147,2003-08-17,106.0653956604004,105.0146942138672,106.0179975891113,105.1410971069336,105.84735729980471,106.45328956604003,106.67843980712891,1.0
148,2003-08-18,105.17270385742188,103.97190048217772,105.15690048217772,104.3353057861328,105.589818939209,106.09463009643555,106.68760407714842,1.0
149,2003-08-19,104.37479614257812,103.32409469604492,104.2878956604004,103.67169662475588,105.01943884277344,105.69883932495118,106.64652398071289,1.0
150,2003-08-20,103.70330337524416,101.23059951782228,103.70330337524416,101.7203956604004,104.17413787841797,105.17348860168458,106.49673980712892,1.0
151,2003-08-21,101.8546942138672,100.51959831237792,101.75989807128909,101.00940048217774,103.17557913208009,104.63233811950684,106.31756786499024,1.0
152,2003-08-24,101.3253956604004,100.2351978302002,100.7486990356445,100.30630096435549,102.20861990356447,104.0279886016846,106.0834117492676,1.0
153,2003-08-25,101.10420265197754,100.07720024108886,100.32209831237792,100.7645024108887,101.49445922851564,103.54213908386232,105.85525971069336,1.0
154,2003-08-26,101.66510192871094,100.6223021697998,100.77239807128906,100.8592985534668,100.93197961425781,102.97570922851564,105.58097145996095,1.0
155,2003-08-27,101.23849517822264,100.27470024108888,100.87510192871096,100.94619903564455,100.77714028930666,102.47563908386232,105.30447145996094,1.0
156,2003-08-28,101.5071043395996,100.12459831237793,100.93040168762208,101.3570024108887,100.84666067504885,102.01111990356448,105.04187553710939,1.0
157,2003-08-31,101.5228956604004,100.74079734802248,101.28590530395508,100.8592985534668,100.95726019287112,101.58294004821778,104.74230767211915,1.0
158,2003-09-01,101.0489028930664,99.12920265197756,100.9541007232666,99.49260192871094,100.70288009643556,101.0986696624756,104.38807194213867,1.0
159,2003-09-02,99.65850120544434,98.7816007232666,99.49260192871094,99.0423021697998,100.33948081970216,100.63573021698,104.03636402893068,1.0
160,2003-09-03,100.96989807128908,98.9791007232666,99.03440048217772,100.94619903564455,100.33948081970216,100.5583105545044,103.79430791320802,1.0
161,2003-09-04,102.59729614257812,100.725,100.94619903564455,102.45510192871096,100.55910072326661,100.70288069915773,103.61134412536623,1.0
162,2003-09-07,103.13450241088869,101.88630096435548,103.0159951782227,101.9178956604004,100.77082014465333,100.86404016876222,103.3686558746338,1.0
163,2003-09-08,103.77440048217774,101.86260192871094,101.9178956604004,103.56900482177736,101.58610072326661,101.1444904098511,103.19454004821779,1.0
164,2003-09-09,103.80599517822266,102.9685971069336,103.5610971069336,103.5610971069336,102.48985971069337,101.41467026519777,103.03179975891115,1.0
165,2003-09-10,104.32739807128908,102.8579975891113,103.53739807128906,103.52159469604491,103.00493884277346,101.67220983123781,102.89370743103026,2.0
166,2003-09-11,104.91989807128908,102.9211990356445,103.50580337524414,104.6039028930664,103.43469903564453,101.99689987945557,102.82102733459475,1.0
167,2003-09-14,104.9435971069336,104.30369903564456,104.3353057861328,104.66710433959965,103.98454077148438,102.37768045806885,102.75371966247559,1.0
168,2003-09-15,104.79349517822266,102.3128956604004,104.65130096435549,102.55780578613282,103.78230096435547,102.68420084381106,102.63111199035646,1.0
169,2003-09-16,103.8454975891113,102.08380096435548,102.58150482177734,103.41890289306644,103.75386212158205,103.1218609161377,102.50692422180178,1.0
170,2003-09-17,103.53739807128906,102.19440048217774,103.41099517822266,102.39190048217772,103.52792327880861,103.26643106079102,102.36472422180177,1.0
171,2003-09-18,102.9685971069336,101.79150482177737,102.39979614257813,102.5025,103.10764270019531,103.27117086791993,102.22473645324708,1.0
172,2003-09-21,101.8467985534668,101.10420265197754,101.33330337524414,101.60979614257812,102.49618106079102,103.2403609161377,102.08348441467285,1.0
173,2003-09-22,101.66510192871094,100.70920265197756,101.60190048217774,101.47549758911131,102.27971942138672,103.0310101928711,101.969092086792,1.0
174,2003-09-23,101.6729975891113,100.70130096435548,101.4517985534668,101.4596942138672,101.88787768554687,102.82086990356447,101.88061199035647,1.0
175,2003-09-24,101.9732014465332,101.13580337524417,101.47549758911131,101.60979614257812,101.73145681762693,102.62969004821778,101.87618800964356,1.0
176,2003-09-25,101.81520385742188,101.0883992767334,101.6414028930664,101.1832014465332,101.4675971069336,102.28761990356446,101.88314004821777,1.0
177,2003-09-28,101.8389028930664,100.2589028930664,100.9225,101.6888009643555,101.48339807128907,101.98978956604005,101.93844004821779,1.0
178,2003-09-29,102.8421942138672,101.4439028930664,101.69669662475586,102.59729614257812,101.70775778198242,101.99373860168457,102.01175179748536,1.0
179,2003-09-30,102.9370024108887,102.08380096435548,102.60520385742188,102.9370024108887,102.00321942138672,101.94554855346681,102.09485995178224,1.0
180,2003-10-01,103.11869903564455,102.13909469604492,102.98440048217772,102.35239807128907,102.15173980712892,101.94159831237793,102.15110791320802,2.0
181,2003-10-02,102.4234951782227,101.21479614257812,102.3603057861328,101.40440048217772,102.19597961425782,101.83178836059571,102.15300383605958,1.0
182,2003-10-05,102.7,101.16739807128909,101.48340530395508,102.61309951782226,102.38083932495117,101.93211869812012,102.22315587463379,1.0
183,2003-10-06,102.97650482177735,101.7678057861328,102.65260192871094,102.27340530395507,102.31606115722657,102.01190946960449,102.33438800964358,1.0
184,2003-10-07,102.5025,101.90210433959965,102.2496942138672,102.2496942138672,102.17859951782228,102.0909094696045,102.46268369140626,1.0
185,2003-10-08,102.39190048217772,100.7882014465332,102.2496942138672,101.13580337524417,101.93528057861329,102.0435101928711,102.47026786499023,1.0
186,2003-10-09,101.48340530395508,100.44850120544432,101.13580337524417,101.24640289306645,101.90368106079103,102.04983033752441,102.42191990356444,1.0
187,2003-10-12,101.29380096435548,99.95869903564456,101.1832014465332,100.73290168762207,101.527641494751,101.95424040985108,102.37452014465335,1.0
188,2003-10-13,101.53080337524416,100.07720024108886,100.74079734802248,100.84350120544434,101.24166067504885,101.7788609161377,102.26550000000002,1.0
189,2003-10-14,101.10420265197754,100.47220024108888,100.8276978302002,100.56700241088868,100.90512231445314,101.5418609161377,102.14573621215821,1.0
190,2003-10-15,101.00149879455569,100.48010192871094,100.5591007232666,100.53540168762208,100.78504197692872,101.360161277771,102.0262884918213,1.0
191,2003-10-16,100.96989807128908,100.18779975891113,100.5275,100.9225,100.72026139831544,101.31197122955322,101.87903237609864,1.0
192,2003-10-19,101.73619903564452,100.53540168762208,100.64600120544434,101.30169662475586,100.83402038574219,101.18083094024658,101.74441606750489,1.0
193,2003-10-20,101.36489807128906,100.74079734802248,101.29380096435548,100.9857014465332,100.86246043395997,101.05206055450441,101.6815318939209,1.0
194,2003-10-21,101.7203956604004,100.78029975891111,100.97779975891112,101.7125,101.09155995178223,100.99834113311769,101.61327577819824,1.0
195,2003-10-22,102.65260192871094,101.54659469604492,101.68090530395509,102.1707014465332,101.41861990356446,101.10183094024659,101.60442781677247,1.0
196,2003-10-23,102.51830337524414,101.515,102.19440048217774,101.7125,101.57661990356445,101.14844065093995,101.57282781677247,2.0
197,2003-10-27,100.93829734802246,100.4958992767334,100.87510192871096,100.5591007232666,101.42810072326661,101.1310605545044,101.53080000000001,1.0
198,2003-10-28,100.65390289306644,99.6032014465332,100.57489807128908,99.65059951782229,101.16108033752442,101.0117703857422,101.45780407714845,1.0
199,2003-10-29,100.04559951782228,99.61899879455568,99.68220024108886,99.72170265197754,100.76292086791992,100.92724040985107,101.38828441467285,1.0
200,2003-10-30,100.34579734802249,99.5163009643555,99.71380096435549,99.77700241088868,100.28418106079103,100.85140048217774,101.31497266540528,1.0
201,2003-10-31,101.04100120544436,99.69799758911137,99.78489807128906,100.66970024108886,100.0756211090088,100.82612050628663,101.29443261718751,1.0
202,2003-11-03,101.1910971069336,100.2273021697998,100.44059951782226,100.33,100.02980096435547,100.72895084381103,101.24008057861329,1.0
