,0
624,116.6883200407028
625,116.75312489271165
626,117.49313741922381
627,117.7803871035576
628,117.50209122896194
629,118.09465259313582
630,118.18669378757474
631,118.91753196716309
632,120.00052392482758
633,118.26981425285341
634,118.87168228626251
635,117.8734427690506
636,118.84419232606888
637,118.10370564460754
638,118.84419232606888
639,118.26073914766312
640,118.15047055482864
641,118.48340451717375
642,117.84490525722504
643,117.9561111330986
644,119.01086330413818
645,118.54870557785036
646,118.51072907447818
647,119.55693542957306
648,119.32558089494704
649,118.59886676073074
650,118.41819167137146
651,117.00270682573318
652,116.6927307844162
653,116.42981737852097
654,116.05003029108047
655,116.6427019238472
656,116.91545128822328
657,116.90215289592744
658,116.3653764128685
659,116.45767122507094
660,117.1138024330139
661,116.40198558568954
662,115.70889234542848
663,116.47527009248734
664,116.27322494983672
665,116.05003029108047
666,117.1330884099007
667,118.29855024814606
668,118.40909451246262
669,118.32578659057617
670,117.78488606214522
671,118.18669378757475
672,118.48340451717378
673,117.8734427690506
674,118.11274766921996
675,117.61414617300034
676,117.45584458112717
677,116.91101849079132
678,115.80015063285828
679,115.643789768219
680,116.55012041330338
681,116.87408953905106
682,117.5394171476364
683,116.7575466632843
684,116.40198558568956
685,117.5857409834862
686,117.42900520563126
687,118.07656854391098
688,118.15952360630034
689,118.57149809598924
690,118.32124352455142
691,118.39999735355374
692,119.17645364999773
693,118.57606321573255
694,118.15047055482864
695,119.0706068277359
696,118.32578659057614
697,117.7893739938736
698,117.67848789691924
699,118.29855024814606
700,118.78925651311876
701,118.67798447608948
702,118.76026690006256
703,119.0660086274147
704,118.51072907447816
705,118.25166404247284
706,118.04793179035188
707,118.03888976573944
708,118.33940476179124
709,118.66885423660278
710,118.7648430466652
711,118.48340451717375
712,118.89001995325089
713,118.92670631408691
714,118.6125510931015
715,118.5943016409874
716,117.76238024234772
717,117.22511857748032
718,117.54838198423386
719,117.39174544811247
720,117.446890771389
721,117.68747478723526
722,116.94796949625017
723,117.55883544683455
724,117.28012055158617
725,117.35451877117156
726,118.23352485895154
727,118.33487272262572
728,117.92752951383589
729,117.36343950033188
730,117.53941714763639
731,117.53494024276733
732,117.29051887989044
733,117.8629231452942
734,117.80738085508348
735,117.61414617300035
736,117.43794798851012
737,116.46647065877914
738,116.55893087387084
739,115.92059701681136
740,115.85671842098236
741,116.1899721622467
742,115.67126870155334
743,115.994730591774
744,116.0325637459755
745,115.994730591774
746,116.81800693273546
747,116.66035592555998
748,116.10538512468338
749,116.16079509258269
750,116.67948752641678
751,117.40515410900116
752,117.76238024234773
753,117.65004962682725
754,118.07656854391098
755,117.98319309949876
756,118.2063326239586
757,117.65004962682724
758,117.73390889167786
759,118.2063326239586
760,118.02534878253935
761,118.74198436737062
762,118.83502900600433
763,118.57606321573255
764,118.52896749973294
765,118.62168133258821
766,118.32578659057616
767,118.5943016409874
768,118.54870557785034
769,118.80756109952927
770,118.80756109952927
771,119.80624169111252
772,121.71213507652284
773,121.4899218082428
774,122.11866229772569
775,121.61931097507474
776,122.65464484691621
777,123.53758752346039
778,123.35800409317017
779,123.19207191467282
780,122.89582431316376
781,122.89582431316376
782,121.95121943950652
783,122.57175594568253
784,122.88602143526076
785,122.26716101169586
786,121.66570097208024
787,121.03210866451263
788,121.2208554148674
789,122.17349886894226
790,121.98017597198486
791,121.95121943950652
792,121.51705890893936
793,121.50748759508133
794,121.30511164665221
795,121.40701085329056
796,121.61931097507475
797,122.08158999681473
798,122.27524369955064
799,122.80282378196716
800,121.83236092329024
801,121.08281016349792
802,120.32363295555116
803,120.59187233448029
804,120.2126145362854
805,119.68532115221024
806,119.2886519432068
807,119.59248602390292
808,119.66675192117692
809,119.51058954000472
810,119.69461679458618
811,119.89786386489868
812,119.9071815609932
813,119.78761732578276
814,120.47251760959622
815,119.92585003376009
816,119.65745627880096
817,119.5383882522583
818,119.9071815609932
819,119.93516772985458
820,120.47251760959624
821,120.42546600103378
822,119.9071815609932
823,119.63888704776762
824,120.12050718069077
825,120.45839220285416
826,120.62017828226092
827,120.43486088514328
828,119.9071815609932
829,120.54629832506181
830,121.536223590374
831,121.48036152124403
832,121.62890434265134
833,121.67370647192001
834,121.60013526678085
835,121.54420703649521
836,121.40701085329056
837,121.93353235721588
838,122.06225991249084
839,122.37716495990752
840,122.3723021149635
841,121.83717966079712
842,121.97051644325255
843,121.04477852582932
844,121.536223590374
845,121.89657032489777
846,121.52664124965668
847,121.4149722456932
848,121.97051644325256
849,122.02522069215777
850,122.41440266370772
851,122.87624061107635
852,123.21012288331984
853,123.13630908727646
854,123.15434902906418
855,123.94977152347565
856,123.3481350541115
857,122.74742484092712
858,123.33003997802736
859,123.59865427017212
860,123.15434902906418
861,123.3760991692543
862,123.56068879365918
863,123.68128955364227
864,123.25609385967256
865,123.69121372699736
866,124.24611836671826
867,123.70940804481508
868,123.54252755641936
869,124.22776967287065
870,124.31960135698318
871,124.80941444635394
872,125.59572875499724
873,125.16237318515776
874,125.54117888212204
875,125.94801485538486
876,126.03209465742113
877,125.84692060947418
878,125.64349710941318
879,126.12833708524704
880,126.14725917577745
881,125.70666998624802
882,126.17994278669357
883,126.29883438348769
884,125.80070704221724
885,125.68960040807724
886,125.3931212425232
887,125.7818841934204
888,125.80070704221724
889,125.264073908329
890,125.12512445449828
891,124.726944565773
892,125.19795686006546
893,125.2725425362587
894,125.7545265555382
895,125.08789777755736
896,124.83805119991302
897,125.10651111602783
898,124.58750993013382
899,124.43164527416228
900,124.50533777475356
901,124.22776967287064
902,124.42161083221436
903,124.42161083221436
904,124.3848031759262
905,124.24611836671828
906,124.46848601102828
907,124.33798313140868
908,124.79257643222809
909,125.0608378648758
910,124.84647572040558
911,124.20942097902298
912,123.59865427017212
913,123.5243883728981
914,123.08061242103577
915,123.1182911992073
916,123.15434902906418
917,123.80213290452956
918,124.09777402877808
919,124.16274428367616
920,123.89499008655547
921,123.89499008655548
922,124.56067055463791
923,124.56067055463792
924,124.40319597721101
925,124.45844054222108
926,124.38480317592621
927,125.27254253625868
928,126.09567552804948
929,125.91029196977614
930,125.94801485538483
931,125.78188419342041
932,126.05957359075545
933,126.02179557085034
934,127.2894874215126
935,127.22470462322237
936,127.52112865447998
937,127.40870982408525
938,127.44732588529588
939,127.57565647363663
940,127.73243635892867
941,127.64959156513213
942,127.98339664936064
943,127.67778724431992
944,127.90022104978559
945,126.9558036327362
946,127.16874331235886
947,126.08707457780838
948,126.8356880545616
949,126.44731104373932
950,126.50264382362366
951,126.78005754947662
952,127.81716674566267
953,127.6319706439972
954,127.1128261089325
955,127.6777872443199
956,126.47497743368147
957,126.64120733737946
958,125.9205800294876
959,125.18947720527648
960,124.19941961765292
961,124.19941961765292
962,124.75554823875429
963,124.63451743125916
964,124.46848601102828
965,125.32855898141858
966,125.41182279586792
967,126.50264382362364
968,126.15069955587389
969,125.80926388502121
970,126.43866598606108
971,126.22472286224364
972,126.11457556486128
973,125.92915892601012
974,125.9668818116188
975,126.2988343834877
976,126.67936027050017
977,127.73243635892868
978,128.00110578536987
979,128.64016741514206
980,128.2975959777832
981,128.27979862689972
982,128.26912462711334
983,129.3145701289177
984,129.2133986949921
985,130.21199107170105
986,130.34227341413498
987,130.19367545843124
988,130.88820219039914
989,130.72171866893768
990,130.90671628713608
991,132.007075548172
992,131.68384522199628
993,130.91598987579346
994,130.41577845811844
995,130.7494401931763
996,130.87893962860107
997,129.9431121349335
998,130.49857914447784
999,130.804905295372
1000,131.36779338121414
1001,131.06252580881122
1002,131.39576852321622
1003,131.13684684038162
1004,131.4985167980194
1005,132.2467663884163
1006,132.57086783647537
1007,131.16474479436874
1008,131.86781734228134
1009,131.93364769220352
1010,132.51579970121384
1011,133.27377498149872
1012,133.3563992381096
1013,133.57014387845996
1014,133.84847283363342
1015,133.4583756327629
1016,134.18049156665802
1017,133.92986208200458
1018,134.6884658932686
1019,135.28139114379886
1020,135.79974174499512
1021,135.60465455055237
1022,134.3656545877457
1023,135.22600322961807
1024,135.54106265306473
1025,135.24380058050156
1026,135.71606993675232
1027,135.67823678255078
1028,137.195565700531
1029,137.4279347062111
1030,137.40957498550415
1031,137.60375797748566
1032,137.250534594059
1033,137.29738771915436
1034,136.52128428220752
1035,135.6225511431694
1036,135.70611268281937
1037,136.56765222549436
1038,135.06804347038272
1039,135.57682275772095
1040,135.55894821882248
1041,136.08544766902924
1042,135.6324863433838
1043,136.10546141862872
1044,135.29128223657608
1045,133.3852455019951
1046,133.3852455019951
1047,133.05140733718872
1048,132.5803729891777
1049,133.03418338298798
1050,133.16250294446942
1051,133.18166762590408
1052,134.01330232620242
1053,135.17858773469922
1054,136.31808131933212
1055,135.06014823913574
1056,135.26358276605606
1057,136.13151788711548
1058,136.41056358814242
1059,136.45684331655502
1060,144.22702997922897
1061,136.03941053152084
1062,135.6324863433838
1063,136.9193869829178
1064,136.97412431240082
1065,137.53828048706058
1066,136.9193869829178
1067,135.596704185009
1068,135.43787330389023
1069,135.05029022693634
1070,133.41217309236526
1071,135.45771062374115
1072,135.3269100189209
1073,136.66046530008316
1074,135.9094920754433
1075,136.76957607269287
1076,136.64027512073514
1077,137.17726111412048
1078,137.50965476036072
1079,136.9275027513504
1080,137.20574349164966
1081,135.39226621389392
1082,135.1983368396759
1083,144.03163403272634
1084,134.420325756073
1085,134.15324419736862
1086,134.8376813530922
1087,134.66102004051208
1088,135.43787330389023
1089,135.75391411781308
1090,135.49341559410095
1091,136.26186639070508
1092,136.1976569890976
1093,137.04718828201294
1094,137.21388131380078
1095,137.2322079539299
1096,138.73057067394257
1097,139.84216630458832
1098,140.4792982339859
1099,140.62880039215088
1100,140.5903387069702
1101,140.68226963281631
1102,141.32062554359436
1103,142.31207251548773
1104,142.26391822099689
1105,141.91252529621124
1106,141.90381407737732
1107,143.76301974058148
1108,144.51318800449366
1109,145.6692880392075
1110,145.6601247191429
1111,144.84583526849747
1112,144.67819392681122
1113,142.80200690031054
1114,142.51378685235974
1115,142.810817360878
1116,144.411663711071
1117,146.33528828620908
1118,146.23349934816358
1119,146.08569532632828
1120,144.4567635655403
1121,145.02979636192322
1122,144.90937203168872
1123,145.50201058387756
1124,144.02266919612885
1125,145.15952736139295
1126,146.36307597160342
1127,145.62341630458832
1128,145.4105317592621
1129,146.39087468385696
1130,146.00268512964251
1131,147.5749829411507
1132,147.11261570453644
1133,146.1872857809067
1134,147.18049705028534
1135,147.83206313848498
1136,146.8533632159233
1137,145.0798362493515
1138,144.31027173995972
1139,144.77102905511856
1140,144.0114548802376
1141,143.17111998796463
1142,142.77334809303284
1143,143.359734416008
1144,143.7272706627846
1145,144.07876282930374
1146,142.421635389328
1147,142.96754211187363
1148,143.7116456031799
1149,143.12459766864774
1150,143.07811945676804
1151,142.93440639972687
1152,144.1438654065132
1153,143.65138381719592
1154,144.70761358737948
1155,146.03034049272537
1156,145.52033722400662
1157,145.85763782262805
1158,145.94739645719528
1159,145.15724480152133
1160,144.78235363960266
1161,143.52210491895676
1162,143.96663069725037
1163,143.80101829767227
1164,142.91894674301147
1165,142.7645376324654
1166,144.21578258275989
1167,146.0580068826675
1168,144.73478376865387
1169,143.0515667796135
1170,143.87482106685638
1171,142.92998462915415
1172,142.37340390682218
1173,143.13346326351166
1174,143.55997115373614
1175,143.73620241880414
1176,143.46646338701245
1177,144.29001539945602
1178,143.61570090055469
1179,144.0249076485634
1180,144.99340772628784
1181,145.69224596023557
1182,146.09492480754852
1183,146.07647687196732
1184,146.89068913459778
1185,145.20737290382385
1186,145.27121841907498
1187,142.61705338954926
1188,144.9252617359161
1189,145.547816157341
1190,146.03034049272537
1191,147.2132909297943
1192,146.97937816381452
1193,147.0775282382965
1194,146.34455084800717
1195,146.6484841704369
1196,146.46504133939743
1197,147.19689399003985
1198,146.08799993991855
1199,145.15952736139295
1200,145.1230725646019
1201,145.20737290382385
1202,145.5959153175354
1203,144.1977867484093
1204,144.0540736913681
1205,141.84070736169815
1206,135.22600322961807
1207,135.49341559410095
1208,136.18763357400894
1209,136.08544766902924
1210,135.90749621391294
1211,134.8455435037613
1212,134.29152101278305
1213,133.9997172355652
1214,131.90542995929718
1215,139.20240998268127
1216,130.90671628713608
1217,130.88820219039914
1218,129.3434935808182
1219,129.48109775781631
1220,132.32622593641278
1221,131.94117903709412
1222,130.7494401931763
1223,132.5347879528999
1224,132.32053607702258
1225,133.68984043598178
1226,136.8626648187637
1227,135.89151829481122
1228,135.36453366279602
1229,135.44778645038605
1230,134.56893473863602
1231,133.14525693655014
1232,130.45256406068802
1233,129.69350814819336
1234,127.70598292350768
1235,126.26434236764908
1236,124.9679034948349
1237,139.21288549900058
1238,126.06817454099657
1239,125.80070704221724
1240,125.9668818116188
1241,126.00291758775712
1242,125.9394359588623
1243,124.34801757335664
1244,124.78247582912444
1245,123.9963048696518
1246,123.15434902906418
1247,120.79975068569183
1248,118.54262977838516
1249,119.7054561972618
1250,116.90215289592744
1251,115.33233612775804
1252,118.5380756855011
1253,119.88076120615004
1254,119.1396129131317
1255,118.16857665777206
1256,116.73692643642428
1257,120.11114537715913
1258,119.45656895637512
1259,117.40961998701096
1260,118.62928986549376
1261,117.9200091958046
1262,115.865418612957
1263,115.31941264867784
1264,118.28947514295578
1265,115.8929967880249
1266,116.97015553712843
1267,116.86523497104643
1268,115.65535694360732
1269,115.0798100233078
1270,116.89773112535477
1271,119.47353929281236
1272,120.5651542544365
1273,119.2901846766472
1274,119.28865194320682
1275,117.24443763494492
1276,116.53102189302444
1277,117.56033509969711
1278,117.51254469156264
1279,118.18669378757475
1280,137.8149223327637
1281,119.45502519607544
1282,119.57857012748717
1283,120.39724826812744
1284,123.2955148816109
1285,124.3196013569832
1286,126.68976962566376
1287,130.09112566709518
1288,133.26418161392212
1289,132.20140188932422
1290,129.3145701289177
1291,129.11059528589251
1292,128.95400285720822
1293,129.5645159482956
1294,129.64806646108627
1295,130.48016428947452
1296,129.8282012343407
1297,130.75869172811508
1298,129.3145701289177
1299,129.5246097445488
1300,129.11059528589251
1301,126.09395533800124
1302,124.87007319927216
1303,125.92400938272476
1304,126.72273993492126
1305,124.19941961765292
1306,123.58049303293228
1307,122.16542720794678
1308,122.14607506990431
1309,121.74896478652954
1310,123.5606887936592
1311,121.1557638645172
1312,119.19487953186037
1313,120.1485925912857
1314,120.3095516562462
1315,119.34406191110612
1316,121.99304431676865
1317,122.28655725717543
1318,121.64650321006775
1319,119.68532115221024
1320,117.9741621017456
1321,118.51072907447816
1322,120.3800132870674
1323,118.92670631408691
1324,118.31064671278
1325,119.8885351419449
1326,119.9538251757622
1327,119.49205338954928
1328,119.01086330413818
1329,119.19487953186037
1330,118.343947827816
1331,118.34092646837234
1332,116.51341199874878
1333,116.24108165502548
1334,117.09898233413696
1335,118.31671148538592
1336,117.24443763494492
1337,119.0108633041382
1338,117.65902549028398
1339,117.66951203346251
1340,116.53396606445312
1341,116.19872748851776
1342,115.92059701681136
1343,116.82390630245207
1344,116.06896340847015
1345,117.6320978999138
1346,116.75312489271164
1347,117.61713445186615
1348,118.45761269330978
1349,119.32558089494702
1350,119.19795602560043
1351,119.97094988822937
1352,120.5651542544365
1353,124.77406233549117
1354,126.39201134443286
1355,126.0612937808037
1356,125.95658272504808
1357,124.7454586625099
1358,125.58720499277118
1359,125.15221744775772
1360,122.69205898046494
1361,121.96086794137956
1362,122.5165554881096
1363,122.48897731304169
1364,124.56067055463792
